Date,Pandemic,Consumption_1,Consumption_2,Close NASDQ,Net Income (in millions),SPOT EXCHANGE RATE - EURO AREA,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","JAPAN -- SPOT EXCHANGE RATE, YEN/US$","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis",Unemployment,Commercial and Industral loans,Government investment
2018/6/1,-92497290.53509888,-676.3785492044616,454.74050235647184,7554.330078,58.66666667,1.1679,1.3358,109.49,2.89,4.023259324,9.595238095,158.9887761
2018/6/4,-92497290.53509888,-674.3828939821877,454.0874868094435,7606.459961,58.66666667,1.1696,1.3314,109.66,2.94,4.033522595,9.49047619,159.0032239
2018/6/5,-92497290.53509888,-672.3883433000954,453.433720257735,7637.859863,58.66666667,1.1672,1.336,109.63,2.92,4.033522595,9.385714286,159.0176716
2018/6/6,-92497290.53509888,-670.3944442529545,452.7795271992784,7689.240234,58.66666667,1.1778,1.3429,110.0,2.97,4.02534713,9.280952381,159.0321194
2018/6/7,-92497290.53509888,-668.4005452052319,452.1253340740094,7635.069824,58.66666667,1.1815,1.3427,109.92,2.93,4.017171665,9.176190476,159.0465672
2018/6/8,-92497290.53509888,-668.3571766645737,452.15404264527444,7645.509766,58.66666667,1.1773,1.3406,109.45,2.93,4.008996201,9.071428571,159.0610149
2018/6/11,-92497290.53509888,-665.9522517421836,451.2958972631152,7659.930176,58.66666667,1.1802,1.3386,109.94,2.96,4.000820736,8.966666667,159.0754627
2018/6/12,-92497290.53509888,-663.5473268969331,450.437751794834,7703.790039,58.66666667,1.1792,1.3416,110.22,2.96,3.992645271,8.861904762,159.0899104
2018/6/13,-92497290.53509888,-661.142398317474,449.5795998450191,7695.700195,58.66666667,1.1784,1.3378,110.41,2.98,3.984469806,8.757142857,159.1043582
2018/6/14,-92497290.53509888,-658.737473173707,448.721454609444,7761.040039,58.66666667,1.1634,1.3333,110.44,2.94,3.976294342,8.652380952,159.118806
2018/6/15,-92497290.53509888,-656.3325482487227,447.86330916246686,7746.379883,58.66666667,1.1616,1.3283,110.58,2.93,3.968118877,8.547619048,159.1332537
2018/6/18,-92497290.53509888,-653.927623406066,447.0051637590024,7747.029785,58.66666667,1.1606,1.3247,110.44,2.92,3.959943412,8.442857143,159.1477015
2018/6/19,-92497290.53509888,-651.5226948252041,446.1470118101281,7725.589844,58.66666667,1.1577,1.3172,110.02,2.89,3.943592483,8.338095238,159.1621493
2018/6/20,-92497290.53509888,-649.117769901623,445.2888663622116,7781.509766,58.66666667,1.1592,1.3213,110.14,2.93,3.935417018,8.233333333,159.176597
2018/6/21,-92497290.53509888,-646.7128450575638,444.43072095968614,7712.950195,58.66666667,1.16,1.3251,110.05,2.9,3.927241553,8.128571429,159.1910448
2018/6/22,-92497290.53509888,-644.3079201351737,443.572575577527,7692.819824,58.66666667,1.163,1.3258,109.98,2.9,3.919066088,8.023809524,159.2054925
2018/6/25,-92497290.53509888,-641.902991553121,442.7144235628953,7532.009766,58.66666667,1.1694,1.3273,109.62,2.87,3.910890624,7.919047619,159.2199403
2018/6/26,-92497290.53509888,-639.4980666293283,441.85627818167654,7561.629883,58.66666667,1.1675,1.3243,109.92,2.88,3.902715159,7.814285714,159.2343881
2018/6/27,-92497290.53509888,-637.0931415666956,440.9981329238549,7445.080078,58.66666667,1.1588,1.3139,110.34,2.83,3.894539694,7.70952381,159.2488358
2018/6/28,-92497290.53509888,-634.6882166417128,440.1399874768786,7503.680176,58.66666667,1.1582,1.3095,110.38,2.84,3.886364229,7.604761905,159.2632836
2018/6/29,-92497290.53509888,-632.2832880622536,439.2818355270638,7510.299805,58.66666667,1.1677,1.3197,110.71,2.85,3.878188765,7.5,159.2777313
2018/7/2,-92497290.53509888,-629.8783632181942,438.42369012453986,7567.689941,62.33333333,1.1604,1.3133,110.73,2.87,3.8700133,7.5,159.2921791
2018/7/3,-92497290.53509888,-627.4734382946124,437.5655446766222,7502.669922,62.33333333,1.1653,1.3174,110.54,2.83,3.861837835,7.276190476,159.3066269
2018/7/5,-92497290.53509888,-622.6629415860343,435.84967863835294,7586.430176,62.33333333,1.1697,1.3228,110.59,2.84,3.860554101,6.828571429,159.3355224
2018/7/6,-92497290.53509888,-620.2580234200922,434.9915286913506,7688.390137,62.33333333,1.1738,1.3262,110.48,2.82,3.859270368,6.604761905,159.3499701
2018/7/9,-92497290.53509888,-617.8531049570352,434.1333789761141,7756.200195,62.33333333,1.1744,1.3202,110.78,2.86,3.857986634,6.380952381,159.3644179
2018/7/10,-92497290.53509888,-617.8097430956853,434.16208306865786,7759.200195,62.33333333,1.1728,1.3266,111.24,2.87,3.8567029,6.157142857,159.3788657
2018/7/11,-92497290.53509888,-615.6601716681917,433.05295437912156,7716.609863,62.33333333,1.1722,1.3241,111.52,2.85,3.855419167,5.933333333,159.3933134
2018/7/12,-92497290.53509888,-613.5106001603822,431.94382564407823,7823.919922,62.33333333,1.1692,1.3238,112.41,2.85,3.854135433,5.70952381,159.4077612
2018/7/13,-92497290.53509888,-611.3610335040701,430.8346951059797,7825.97998,62.33333333,1.1667,1.3216,112.38,2.83,3.852851699,5.485714286,159.422209
2018/7/16,-92497290.53509888,-609.2114620753854,429.725566350686,7805.720215,62.33333333,1.171,1.3236,112.29,2.85,3.851567966,5.261904762,159.4366567
2018/7/17,-92497290.53509888,-607.0618905687678,428.6164376814012,7855.120117,62.33333333,1.1664,1.3161,112.79,2.86,3.850284232,5.038095238,159.4511045
2018/7/18,-92497290.53509888,-604.9123191400828,427.50730892610756,7854.439941,62.33333333,1.1645,1.305,112.82,2.88,3.849000498,4.814285714,159.4655522
2018/7/19,-92497290.53509888,-602.7627522637955,426.3981785336528,7825.299805,62.33333333,1.1604,1.2987,112.98,2.84,3.847716765,4.59047619,159.48
2018/7/20,-92497290.53509888,-600.6131807559867,425.2890497986108,7820.200195,62.33333333,1.1708,1.3114,111.74,2.89,3.846433031,4.366666667,159.48
2018/7/23,-92497290.53509888,-598.4636093284931,424.17992110907437,7841.870117,62.33333333,1.1702,1.3105,111.36,2.96,3.845149297,4.142857143,159.4848358
2018/7/24,-92497290.53509888,-596.3140378998082,423.0707923537807,7840.77002,62.33333333,1.1684,1.3135,111.27,2.95,3.843865564,3.919047619,159.4896716
2018/7/25,-92497290.53509888,-594.1644748222332,421.9616684037016,7932.240234,62.33333333,1.1677,1.315,111.02,2.94,3.84258183,3.695238095,159.4945075
2018/7/26,-92497290.53509888,-592.0589151381312,420.82339978531866,7852.180176,62.33333333,1.1654,1.3119,111.2,2.98,3.841298096,3.471428571,159.4993433
2018/7/27,-92497290.53509888,-589.9421947969049,419.6925206251923,7737.419922,62.33333333,1.166,1.3118,110.94,2.96,3.840014363,3.247619048,159.5041791
2018/7/30,-92497290.53509888,-587.8254743753632,418.5616414195604,7630.0,62.33333333,1.1718,1.314,110.98,2.98,3.838730629,3.023809524,159.5090149
2018/7/31,-92497290.53509888,-585.7087590252935,417.4307602652278,7671.790039,62.33333333,1.1706,1.3125,111.88,2.96,3.837446895,2.8,159.5138507
2018/8/1,-92497290.53509888,-583.6008344809667,416.34736885833263,7707.290039,62.33333333,1.1666,1.312,111.72,3.0,3.836163162,3.09047619,159.5186866
2018/8/2,-92497290.53509888,-581.4841140606154,415.2164897184567,7802.689941,62.33333333,1.1612,1.3035,111.48,2.98,3.834879428,3.380952381,159.5235224
2018/8/3,-92497290.53509888,-579.367393718198,414.08561049257315,7812.009766,62.33333333,1.1597,1.3021,111.12,2.95,3.834879428,3.671428571,159.5283582
2018/8/6,-92497290.53509888,-577.25002826492,412.9551652544301,7859.680176,62.33333333,1.1564,1.2947,111.43,2.94,3.830644388,3.961904762,159.533194
2018/8/7,-92497290.53509888,-575.1321463338256,411.82506488355756,7883.660156,62.33333333,1.1597,1.2957,111.19,2.98,3.826409348,4.252380952,159.5380299
2018/8/8,-92497290.53509888,-573.0142647044241,410.6949644116063,7888.330078,62.33333333,1.1598,1.288,110.96,2.96,3.822174309,4.542857143,159.5428657
2018/8/9,-92497290.53509888,-573.0025924211911,410.70269686737913,7891.779785,62.33333333,1.1566,1.287,110.9,2.93,3.817939269,4.833333333,159.5477015
2018/8/10,-92497290.53509888,-572.8142623020575,410.3695130298701,7839.109863,62.33333333,1.1399,1.2769,110.66,2.87,3.813704229,5.123809524,159.5525373
2018/8/13,-92497290.53509888,-572.6259358395944,410.03633569437307,7819.709961,62.33333333,1.1396,1.2757,110.65,2.88,3.809469189,5.414285714,159.5573731
2018/8/14,-92497290.53509888,-572.4376058008049,409.70315183450464,7870.890137,62.33333333,1.1351,1.2738,110.92,2.89,3.80523415,5.704761905,159.562209
2018/8/15,-92497290.53509888,-572.2492711292736,409.3699696341567,7774.120117,62.33333333,1.1332,1.2685,110.62,2.86,3.80099911,5.995238095,159.5670448
2018/8/16,-92497290.53509888,-572.0609446680007,409.03679236441576,7806.52002,62.33333333,1.1388,1.2722,110.89,2.87,3.79676407,6.285714286,159.5718806
2018/8/17,-92497290.53509888,-571.8721029227588,408.70395152442296,7816.330078,62.33333333,1.141,1.2735,110.54,2.87,3.79252903,6.576190476,159.5767164
2018/8/20,-92497290.53509888,-571.6837728833584,408.37076766560887,7821.009766,62.33333333,1.1438,1.2765,110.38,2.82,3.788293991,6.866666667,159.5815522
2018/8/21,-92497290.53509888,-571.495446421294,408.0375903957541,7859.169922,62.33333333,1.1534,1.286,110.48,2.85,3.784058951,7.157142857,159.5863881
2018/8/22,-92497290.53509888,-571.307116300969,407.70440649248786,7889.100098,62.33333333,1.1595,1.291,110.54,2.82,3.779823911,7.447619048,159.5912239
2018/8/23,-92497290.53509888,-571.1187864018107,407.371222509335,7878.459961,62.33333333,1.1567,1.283,111.14,2.82,3.775588871,7.738095238,159.5960597
2018/8/24,-92497290.53509888,-570.9304552478992,407.0380470010948,7945.97998,62.33333333,1.1625,1.2858,111.22,2.82,3.771353832,8.028571429,159.6008955
2018/8/27,-92497290.53509888,-570.7421251301681,406.7048631626454,8017.899902,62.33333333,1.1676,1.2891,111.09,2.85,3.767118792,8.319047619,159.6057313
2018/8/28,-92497290.53509888,-570.5537950098442,406.3716792593788,8030.040039,62.33333333,1.172,1.2886,111.04,2.88,3.762883752,8.60952381,159.6105672
2018/8/29,-92497290.53509888,-570.365468547779,406.03850198952443,8109.689941,62.33333333,1.1699,1.3006,111.8,2.89,3.758648712,8.9,159.615403
2018/8/30,-92497290.53509888,-570.1771385083784,405.7053181307103,8088.359863,62.33333333,1.1646,1.2997,111.17,2.86,3.754413673,8.9,159.6202388
2018/8/31,-92497290.53509888,-569.9888086080286,405.3721340818001,8109.540039,62.33333333,1.1596,1.2964,110.98,2.86,3.750178633,9.114285714,159.6250746
2018/9/4,-92497290.53509888,-569.6302504763502,404.80040733205925,8091.25,62.33333333,1.1566,1.2833,111.44,2.9,3.745943593,9.542857143,159.6347463
2018/9/5,-92497290.53509888,-569.4420226273302,404.46715495020186,7995.169922,62.33333333,1.162,1.2903,111.47,2.9,3.749532242,9.757142857,159.6395821
2018/9/6,-92497290.53509888,-569.2537983560392,404.1339090917737,7922.72998,62.33333333,1.1624,1.2933,110.87,2.88,3.753120892,9.971428571,159.6444179
2018/9/7,-92497290.53509888,-569.0655706494562,403.8006565847505,7902.540039,62.33333333,1.1572,1.2934,111.18,2.94,3.756709541,10.18571429,159.6492537
2018/9/10,-92497290.53509888,-569.0540005573961,403.8083205175936,7924.160156,62.33333333,1.1604,1.3026,111.09,2.94,3.760298191,10.4,159.6540896
2018/9/11,-92497290.53509888,-566.4604785107873,401.6992400887689,7972.470215,62.33333333,1.1591,1.3015,111.54,2.98,3.76388684,10.61428571,159.6589254
2018/9/12,-92497290.53509888,-563.866956464178,399.590159659943,7954.22998,62.33333333,1.1626,1.3029,111.29,2.97,3.76747549,10.82857143,159.6637612
2018/9/13,-92497290.53509888,-561.2734392698867,397.4810773603103,8013.709961,62.33333333,1.1672,1.3104,111.92,2.97,3.771064139,11.04285714,159.668597
2018/9/14,-92497290.53509888,-558.6799172232778,395.3719969314856,8010.040039,62.33333333,1.1656,1.3084,112.09,2.99,3.774652789,11.25714286,159.6734328
2018/9/17,-92497290.53509888,-556.0863953966436,393.2629163570158,7895.790039,62.33333333,1.1687,1.3146,111.97,2.99,3.778241438,11.47142857,159.6782687
2018/9/18,-92497290.53509888,-553.4928733500341,391.1538359281914,7956.109863,62.33333333,1.1693,1.3158,112.3,3.05,3.781830088,11.68571429,159.6831045
2018/9/19,-92497290.53509888,-550.8993560760096,389.04475364986394,7950.040039,62.33333333,1.1685,1.3162,112.21,3.08,3.785418737,11.9,159.6879403
2018/9/20,-92497290.53509888,-548.3058341091333,386.9356731997329,8028.22998,62.33333333,1.1744,1.3237,112.58,3.07,3.789007387,12.11428571,159.6927761
2018/9/21,-92497290.53509888,-545.7123120625247,384.82659277090806,7986.959961,62.33333333,1.1739,1.3067,112.62,3.07,3.792596036,12.32857143,159.6976119
2018/9/24,-92497290.53509888,-543.1187902358911,382.71751219643943,7993.25,62.33333333,1.1773,1.3128,112.62,3.08,3.796184686,12.54285714,159.7024478
2018/9/25,-92497290.53509888,-540.5252693032123,380.60842335022943,8007.470215,62.33333333,1.177,1.3162,112.88,3.1,3.799773335,12.75714286,159.7072836
2018/9/26,-92497290.53509888,-537.9317472566037,378.4993429214048,7990.370117,62.33333333,1.1758,1.3182,112.92,3.06,3.803361985,12.97142857,159.7121194
2018/9/27,-92497290.53509888,-535.3382252099941,376.3902624925804,8041.970215,62.33333333,1.167,1.3104,113.38,3.06,3.806950634,13.18571429,159.7169552
2018/9/28,-92497290.53509888,-532.7447032431179,374.2811820424493,8046.350098,62.33333333,1.1622,1.3053,113.48,3.05,3.810539284,13.4,159.721791
2018/10/1,-92497290.53509888,-530.1423901710025,372.12461194513344,8037.299805,-5.954545455,1.1567,1.3032,113.96,3.09,3.814127933,13.4,159.7266269
2018/10/2,-92497290.53509888,-527.548868344369,370.0155313706648,7999.549805,-5.954545455,1.156,1.2984,113.66,3.05,3.817716583,13.37619048,159.7314627
2018/10/3,-92497290.53509888,-524.9553462977597,367.9064509418389,8025.089844,-5.954545455,1.1525,1.2993,114.19,3.15,3.821305232,13.35238095,159.7362985
2018/10/4,-92497290.53509888,-522.3622336848954,365.7970959726705,7879.509766,-5.954545455,1.1508,1.3014,113.79,3.19,3.821305232,13.32857143,159.7411343
2018/10/5,-92497290.53509888,-519.7678148008142,363.6886182891158,7788.450195,-5.954545455,1.1502,1.3101,113.56,3.23,3.819207734,13.3047619,159.7459701
2018/10/8,-92497290.53509888,-517.1733910658177,361.58014247542764,7735.950195,-5.954545455,1.1482,1.3139,113.13,3.21,3.817110236,13.28095238,159.750806
2018/10/9,-92497290.53509888,-514.578967330821,359.47166666174087,7738.02002,-5.954545455,1.1482,1.3139,113.13,3.21,3.815012739,13.25714286,159.7556418
2018/10/10,-92497290.53509888,-514.566495770349,359.47993506407755,7422.049805,-5.954545455,1.1541,1.3206,112.71,3.22,3.812915241,13.23333333,159.7653134
2018/10/11,-92497290.53509888,-512.5100017169087,357.90539962047325,7329.060059,-5.954545455,1.1565,1.3193,112.26,3.14,3.810817743,13.20952381,159.7701493
2018/10/12,-92497290.53509888,-510.4535124340682,356.3308622614943,7496.890137,-5.954545455,1.1559,1.3154,112.02,3.15,3.808720245,13.18571429,159.7749851
2018/10/15,-92497290.53509888,-508.3970183008946,354.7563268391953,7430.740234,-5.954545455,1.1594,1.3168,111.82,3.16,3.806622748,13.16190476,159.7798209
2018/10/16,-92497290.53509888,-506.34052901863527,353.1817895470275,7645.490234,-5.954545455,1.1593,1.321,112.16,3.16,3.80452525,13.13809524,159.7846567
2018/10/17,-92497290.53509888,-504.2840351843776,351.6072539576659,7642.700195,-5.954545455,1.154,1.3137,112.21,3.19,3.802427752,13.11428571,159.7894925
2018/10/18,-92497290.53509888,-502.2275422430661,350.0327100319729,7485.140137,-5.954545455,1.1494,1.3061,112.11,3.17,3.800330254,13.09047619,159.7943284
2018/10/19,-92497290.53509888,-500.1710481098926,348.45817460967385,7449.029785,-5.954545455,1.1513,1.3045,112.52,3.2,3.798232757,13.06666667,159.7991642
2018/10/22,-92497290.53509888,-498.1145540556592,346.88363916595495,7468.629883,-5.954545455,1.1467,1.2974,112.78,3.2,3.796135259,13.04285714,159.804
2018/10/23,-92497290.53509888,-496.05806477220926,345.30910180803113,7437.540039,-5.954545455,1.148,1.2982,112.12,3.17,3.794037761,13.01904762,159.804
2018/10/24,-92497290.53509888,-494.0015707187684,343.73456636442563,7108.399902,-5.954545455,1.1389,1.2898,112.58,3.1,3.791940263,12.9952381,159.7990597
2018/10/25,-92497290.53509888,-491.945081575959,342.1600289478069,7318.339844,-5.954545455,1.1374,1.2827,112.54,3.14,3.789842766,12.97142857,159.7941194
2018/10/26,-92497290.53509888,-489.8885875239207,340.5854935032609,7167.209961,-5.954545455,1.1388,1.2826,111.65,3.08,3.787745268,12.94761905,159.7891791
2018/10/29,-92497290.53509888,-487.83209824047077,339.01095614533716,7050.290039,-5.954545455,1.139,1.2807,112.49,3.08,3.78564777,12.92380952,159.7842388
2018/10/30,-92497290.53509888,-485.7867648445536,337.4290313091201,7161.649902,-5.954545455,1.1364,1.2731,112.76,3.12,3.783550272,12.9,159.7792985
2018/10/31,-92497290.53509888,-483.7080510232594,335.869207384304,7305.899902,-5.954545455,1.1332,1.2779,112.86,3.15,3.781452775,13.0,159.7743582
2018/11/1,-92497290.53509888,-481.6425318709889,334.3806068302218,7434.060059,-5.954545455,1.1396,1.2974,112.79,3.14,3.779355277,13.1,159.7694179
2018/11/2,-92497290.53509888,-479.563818128636,332.8207828839883,7356.990234,-5.954545455,1.1378,1.2965,113.09,3.22,3.777257779,13.2,159.7644776
2018/11/5,-92497290.53509888,-477.48642028038876,331.2600779338246,7328.850098,-5.954545455,1.1394,1.302,113.22,3.2,3.777257779,13.3,159.7595373
2018/11/6,-92497290.53509888,-475.4082127400041,329.6999145290882,7375.959961,-5.954545455,1.1412,1.3076,113.38,3.22,3.786218702,13.4,159.754597
2018/11/7,-92497290.53509888,-473.3300098299788,328.1397493333182,7570.75,-5.954545455,1.1459,1.3144,113.32,3.22,3.795179626,13.5,159.7496567
2018/11/8,-92497290.53509888,-471.25180236932744,326.5795859072765,7530.879883,-5.954545455,1.1416,1.3116,113.87,3.24,3.804140549,13.6,159.7447164
2018/11/9,-92497290.53509888,-471.21681234185036,326.60276614744157,7406.899902,-5.954545455,1.1325,1.2978,113.77,3.19,3.813101472,13.7,159.7397761
2018/11/12,-92497290.53509888,-468.84372499302907,331.80568835309526,7200.870117,-5.954545455,1.1288,1.3031,113.97,3.14,3.822062395,13.8,159.7348358
2018/11/13,-92497290.53509888,-466.47064593081393,337.00861540312167,7200.870117,-5.954545455,1.1288,1.3031,113.97,3.14,3.831023319,13.9,159.7298955
2018/11/14,-92497290.53509888,-464.0975585819927,342.2115376087754,7136.390137,-5.954545455,1.1312,1.3011,113.7,3.12,3.839984242,14.0,159.7249552
2018/11/15,-92497290.53509888,-461.72447974054444,347.4144645132701,7259.029785,-5.954545455,1.1324,1.2749,113.46,3.11,3.848945165,14.1,159.7200149
2018/11/16,-92497290.53509888,-459.35139239093064,352.61738671881045,7247.870117,-5.954545455,1.1402,1.2839,112.76,3.08,3.857906089,14.2,159.7150746
2018/11/19,-92497290.53509888,-456.9783084797837,357.8203157045737,7028.47998,-5.954545455,1.1448,1.2842,112.54,3.06,3.866867012,14.3,159.7101343
2018/11/20,-92497290.53509888,-454.6052259818779,363.0232360403612,6908.819824,-5.954545455,1.1391,1.2809,112.66,3.06,3.875827935,14.4,159.705194
2018/11/21,-92497290.53509888,-452.23213863086056,368.2261582468424,6972.25,-5.954545455,1.1393,1.2776,113.06,3.06,3.884788858,14.5,159.7002537
2018/11/23,-92497290.53509888,-447.48597222061596,378.6320075026347,6938.97998,-5.954545455,1.1332,1.2804,112.83,3.05,3.902710705,14.7,159.6903731
2018/11/26,-92497290.53509888,-445.11288852886315,383.83493627594294,7081.850098,-5.954545455,1.1336,1.2809,113.58,3.07,3.911671628,14.8,159.6854328
2018/11/27,-92497290.53509888,-442.73980602955453,389.0378566126709,7082.700195,-5.954545455,1.1281,1.2729,113.84,3.06,3.920632552,14.9,159.6804925
2018/11/28,-92497290.53509888,-440.36672211861907,394.2407855317365,7291.589844,-5.954545455,1.1286,1.2766,113.96,3.06,3.929593475,15.0,159.6755522
2018/11/29,-92497290.53509888,-437.99363476760186,399.4437077382176,7273.080078,-5.954545455,1.1382,1.2789,113.42,3.03,3.938554398,15.0,159.6656716
2018/11/30,-92497290.53509888,-435.6205522696953,404.6466280740039,7330.540039,-5.954545455,1.1323,1.2772,113.54,3.01,3.947515321,14.69047619,159.6607313
2018/12/3,-92497290.53509888,-433.2606622756596,409.920788642606,7441.509766,-5.954545455,1.1356,1.2742,113.54,2.98,3.956476245,14.38095238,159.655791
2018/12/4,-92497290.53509888,-430.8883795458907,415.12317131917086,7158.430176,-5.954545455,1.1345,1.2719,112.93,2.91,3.965437168,14.07142857,159.6459104
2018/12/6,-92497290.53509888,-426.14149066904974,425.5295050171736,7188.259766,-5.954545455,1.1374,1.2777,112.46,2.87,3.967320914,13.45238095,159.6360299
2018/12/7,-92497290.53509888,-423.7684389917175,430.73241370463006,6969.25,-5.954545455,1.139,1.2749,112.6,2.85,3.969204659,13.14285714,159.6310896
2018/12/10,-92497290.53509888,-421.39537902637716,435.93531754865535,7020.52002,-5.954545455,1.1368,1.2558,112.96,2.85,3.971088405,12.83333333,159.6261493
2018/12/11,-92497290.53509888,-421.36122122500564,435.95793975069046,7031.830078,-5.954545455,1.1314,1.2524,113.41,2.89,3.97297215,12.52380952,159.621209
2018/12/12,-92497290.53509888,-420.32951952133425,435.3195887797315,7098.310059,-5.954545455,1.1362,1.2658,113.28,2.91,3.974855896,12.21428571,159.6162687
2018/12/13,-92497290.53509888,-419.29781759768787,434.68123795441653,7070.330078,-5.954545455,1.1358,1.2635,113.66,2.91,3.976739642,11.9047619,159.6113284
2018/12/14,-92497290.53509888,-418.26611581647836,434.04288700393556,6910.660156,-5.954545455,1.13,1.257,113.35,2.89,3.978623387,11.5952381,159.6063881
2018/12/17,-92497290.53509888,-417.23441411280714,433.4045360329766,6753.72998,-5.954545455,1.1339,1.2606,112.96,2.86,3.980507133,11.28571429,159.6014478
2018/12/18,-92497290.53509888,-416.2027124091357,432.76618506201766,6783.910156,-5.954545455,1.1364,1.2644,112.54,2.82,3.982390879,10.97619048,159.5965075
2018/12/19,-92497290.53509888,-415.1710057143078,432.12783608526496,6636.830078,-5.954545455,1.1422,1.2669,112.15,2.77,3.984274624,10.66666667,159.5915672
2018/12/20,-92497290.53509888,-414.13930393309835,431.48948513478405,6528.410156,-5.954545455,1.1432,1.265,111.34,2.79,3.98615837,10.35714286,159.5866269
2018/12/21,-92497290.53509888,-413.107602229428,430.8511341638247,6332.990234,-5.954545455,1.1402,1.2681,111.14,2.79,3.988042115,10.04761905,159.5816866
2018/12/24,-92497290.53509888,-412.07590052575654,430.2127831928658,6192.919922,-5.954545455,1.1408,1.2676,110.45,2.74,3.989925861,9.738095238,159.5767463
2018/12/26,-92497290.53509888,-410.0125004799529,428.9360880505951,6554.359863,-5.954545455,1.1408,1.2676,110.45,2.81,3.995577098,9.119047619,159.5668657
2018/12/27,-92497290.53509888,-408.9807987762816,428.2977370796362,6579.490234,-5.954545455,1.1412,1.2627,110.78,2.77,3.997460844,8.80952381,159.5619254
2018/12/28,-92497290.53509888,-407.9490968526351,427.6593862543212,6584.52002,-5.954545455,1.1445,1.2699,110.34,2.72,3.999344589,8.5,159.5569851
2018/12/31,-92497290.53509888,-406.9173951503672,427.0210352824214,6635.279785,-5.954545455,1.1456,1.2763,109.7,2.69,4.001228335,8.5,159.5520448
2019/1/2,-92497290.53509888,-404.8679580463763,425.8150456259736,6665.939941,58.84848485,1.1357,1.2598,109.22,2.66,4.004995826,7.957142857,159.5421642
2019/1/3,-92497290.53509888,-403.83696010807955,425.17622275265944,6463.5,58.84848485,1.1399,1.2633,108.07,2.56,4.004995826,7.685714286,159.5372239
2019/1/4,-92497290.53509888,-402.80596238975795,424.5373997337012,6738.859863,58.84848485,1.141,1.274,108.29,2.67,3.997576409,7.414285714,159.5322836
2019/1/7,-92497290.53509888,-401.7749645924956,423.89857673616154,6823.470215,58.84848485,1.1468,1.2757,108.62,2.7,3.990156992,7.142857143,159.5273433
2019/1/8,-92497290.53509888,-400.7439668741739,423.25975371720347,6897.0,58.84848485,1.1444,1.2724,108.57,2.73,3.982737575,6.871428571,159.522403
2019/1/9,-92497290.53509888,-399.7129689358772,422.62093084388914,6957.080078,58.84848485,1.1524,1.2764,108.38,2.74,3.975318158,6.6,159.5174627
2019/1/10,-92497290.53509888,-399.6795151184528,422.64308099886557,6986.069824,58.84848485,1.1517,1.2768,108.29,2.74,3.967898741,6.328571429,159.5125224
2019/1/11,-92497290.53509888,-398.18349871425977,422.3651539248693,6971.47998,58.84848485,1.1479,1.2836,108.34,2.71,3.960479324,6.057142857,159.5075821
2019/1/14,-92497290.53509888,-396.6874857459679,422.08723349841466,6905.919922,58.84848485,1.1392,1.2761,108.72,2.71,3.953059907,5.785714286,159.5026418
2019/1/15,-92497290.53509888,-395.19146926204064,421.80930644572396,7023.830078,58.84848485,1.1392,1.2761,108.72,2.72,3.94564049,5.514285714,159.4977015
2019/1/16,-92497290.53509888,-393.6954565157083,421.5313859394972,7034.689941,58.84848485,1.1408,1.2862,108.84,2.73,3.938221073,5.242857143,159.4927612
2019/1/17,-92497290.53509888,-392.19944011212453,421.2534588644474,7084.459961,58.84848485,1.1386,1.294,109.01,2.75,3.930801656,4.971428571,159.4878209
2019/1/18,-92497290.53509888,-390.7034271446261,420.97553843810584,7157.22998,58.84848485,1.1362,1.2898,109.79,2.79,3.92338224,4.7,159.4828806
2019/1/22,-92497290.53509888,-387.7113979135735,420.41969087907376,7020.359863,58.84848485,1.1359,1.2955,109.34,2.74,3.908543406,4.157142857,159.473
2019/1/23,-92497290.53509888,-386.21538150818833,420.1417637393206,7025.77002,58.84848485,1.139,1.3074,109.44,2.76,3.901123989,3.885714286,159.473
2019/1/24,-92497290.53509888,-384.7193685418802,419.86384337873665,7073.459961,58.84848485,1.1322,1.3027,109.72,2.72,3.893704572,3.614285714,159.4937761
2019/1/25,-92497290.53509888,-383.22335213689456,419.585916304627,7164.859863,58.84848485,1.1407,1.3176,109.6,2.76,3.886285155,3.342857143,159.5145522
2019/1/28,-92497290.53509888,-381.7273393905623,419.3079957984002,7085.680176,58.84848485,1.1438,1.3158,109.2,2.75,3.878865738,3.071428571,159.5353284
2019/1/29,-92497290.53509888,-380.2313229851772,419.03006865864705,7028.290039,58.84848485,1.1424,1.3146,109.36,2.72,3.871446321,2.8,159.5561045
2019/1/30,-92497290.53509888,-378.7353099383433,418.7521483192549,7183.080078,58.84848485,1.1418,1.3062,109.57,2.7,3.864026904,2.8,159.5768806
2019/1/31,-92497290.53509888,-377.23929353414934,418.474221245259,7281.740234,58.84848485,1.1454,1.3135,108.84,2.63,3.856607487,2.866666667,159.5976567
2019/2/1,-92497290.53509888,-375.7811325030959,418.19789442779125,7263.870117,58.84848485,1.1474,1.3094,109.55,2.7,3.84918807,2.933333333,159.6184328
2019/2/4,-92497290.53509888,-374.27607831993794,417.92595794748576,7347.540039,58.84848485,1.1438,1.3068,109.96,2.73,3.84918807,3.0,159.639209
2019/2/5,-92497290.53509888,-372.77102779543344,417.6540280350615,7402.080078,58.84848485,1.1406,1.2947,109.99,2.71,3.849790397,3.066666667,159.6599851
