Date,Close Pfizer
2017/9/19,33.633778
2017/9/20,34.146111
2017/9/21,34.127136
2017/9/22,34.117645
2017/9/25,33.690701
2017/9/26,33.491463
2017/9/27,33.633778
2017/9/28,33.776093
2017/9/29,33.870968
2017/10/2,34.222012
2017/10/3,34.288425
2017/10/4,34.117645
2017/10/5,34.155598
2017/10/6,34.203037
2017/10/9,34.288425
2017/10/10,34.535103
2017/10/11,34.582542
2017/10/12,34.487667
2017/10/13,34.478176
2017/10/16,34.136623
2017/10/17,34.345352
2017/10/18,33.994308
2017/10/19,34.383301
2017/10/20,34.554081
2017/10/23,34.535103
2017/10/24,34.411766
2017/10/25,34.3074
2017/10/26,33.908916
2017/10/27,33.776093
2017/10/30,33.349148
2017/10/31,33.263756
2017/11/1,33.45351
2017/11/2,33.643265
2017/11/3,33.728653
2017/11/6,33.510437
2017/11/7,33.548386
2017/11/8,33.529411
2017/11/9,33.396584
2017/11/10,33.377609
2017/11/13,33.491463
2017/11/14,33.567364
2017/11/15,33.548386
2017/11/16,33.73814
2017/11/17,33.557877
2017/11/20,33.538898
2017/11/21,33.719166
2017/11/22,33.614799
2017/11/24,33.671726
2017/11/27,33.671726
2017/11/28,34.013283
2017/11/29,34.354839
2017/11/30,34.402279
2017/12/1,34.487667
2017/12/4,34.212524
2017/12/5,33.804554
2017/12/6,33.73814
2017/12/7,33.681213
2017/12/8,33.908916
2017/12/11,34.354839
2017/12/12,34.705883
2017/12/13,34.76281
2017/12/14,34.59203
2017/12/15,35.294117
2017/12/18,35.227703
2017/12/19,35.04744
2017/12/20,34.59203
2017/12/21,34.383301
2017/12/22,34.288425
2017/12/26,34.354839
2017/12/27,34.468693
2017/12/28,34.506641
2017/12/29,34.364326
2018/1/2,34.573055
2018/1/3,34.829224
2018/1/4,34.905125
2018/1/5,34.971539
2018/1/8,34.582542
2018/1/9,34.544594
2018/1/10,34.601517
2018/1/11,34.686909
2018/1/12,34.667931
2018/1/16,34.724857
2018/1/17,35.275143
2018/1/18,35.094875
2018/1/19,35.04744
2018/1/22,35.037952
2018/1/23,34.933586
2018/1/24,35.037952
2018/1/25,35.322582
2018/1/26,37.011387
2018/1/29,37.020874
2018/1/30,35.863377
2018/1/31,35.142315
2018/2/1,34.943073
2018/2/2,34.734344
2018/2/5,32.893738
2018/2/6,33.472485
2018/2/7,33.187855
2018/2/8,31.907021
2018/2/9,32.409866
2018/2/12,32.884251
2018/2/13,33.149906
2018/2/14,33.387096
2018/2/15,33.880455
2018/2/16,34.402279
2018/2/20,34.165085
2018/2/21,33.927895
2018/2/22,33.908916
2018/2/23,34.402279
2018/2/26,35.189754
2018/2/27,34.914612
2018/2/28,34.449715
2018/3/1,33.804554
2018/3/2,34.108158
2018/3/5,34.269451
2018/3/6,34.041744
2018/3/7,34.089184
2018/3/8,34.629982
2018/3/9,34.886147
2018/3/12,34.734344
2018/3/13,34.867172
2018/3/14,34.487667
2018/3/15,34.705883
2018/3/16,34.895638
2018/3/19,34.468693
2018/3/20,34.468693
2018/3/21,34.411766
2018/3/22,33.776093
2018/3/23,32.722961
2018/3/26,33.244781
2018/3/27,33.21632
2018/3/28,33.491463
2018/3/29,33.671726
2018/4/2,33.254269
2018/4/3,33.851994
2018/4/4,34.278938
2018/4/5,33.899429
2018/4/6,33.368122
2018/4/9,33.643265
2018/4/10,34.108158
2018/4/11,33.956356
2018/4/12,34.459202
2018/4/13,34.459202
2018/4/16,34.658443
2018/4/17,34.468693
2018/4/18,34.620495
2018/4/19,34.658443
2018/4/20,34.753323
2018/4/23,34.914612
2018/4/24,35.161289
2018/4/25,34.800758
2018/4/26,34.962048
2018/4/27,35.104362
2018/4/30,34.734344
2018/5/1,33.586338
2018/5/2,33.102467
2018/5/3,32.979126
2018/5/4,33.055027
2018/5/7,33.140415
2018/5/8,33.187855
2018/5/9,33.368122
2018/5/10,33.244781
2018/5/11,33.681213
2018/5/14,34.02277
2018/5/15,33.861481
2018/5/16,33.851994
2018/5/17,33.880455
2018/5/18,33.814041
2018/5/21,33.965843
2018/5/22,33.889942
2018/5/23,34.127136
2018/5/24,34.051231
2018/5/25,33.851994
2018/5/29,33.870968
2018/5/30,34.203037
2018/5/31,34.089184
2018/6/1,34.392788
2018/6/4,34.582542
2018/6/5,34.573055
2018/6/6,34.516129
2018/6/7,34.620495
2018/6/8,34.791271
2018/6/11,34.440228
2018/6/12,34.440228
2018/6/13,34.364326
2018/6/14,34.3074
2018/6/15,34.497154
2018/6/18,34.3074
2018/6/19,34.364326
2018/6/20,34.59203
2018/6/21,34.440228
2018/6/22,34.639469
2018/6/25,34.516129
2018/6/26,34.516129
2018/6/27,34.354839
2018/6/28,34.497154
2018/6/29,34.421253
2018/7/2,34.468693
2018/7/3,34.487667
2018/7/5,34.981026
2018/7/6,35.208729
2018/7/9,35.256168
2018/7/10,35.512333
2018/7/11,35.303604
2018/7/12,35.597721
2018/7/13,35.607212
2018/7/16,35.464897
2018/7/17,35.721062
2018/7/18,35.730549
2018/7/19,35.445919
2018/7/20,35.417458
2018/7/23,35.303604
2018/7/24,35.768501
2018/7/25,36.043644
2018/7/26,36.204933
2018/7/27,36.442123
2018/7/30,36.612904
2018/7/31,37.884251
2018/8/1,38.206833
2018/8/2,37.618595
2018/8/3,38.462997
2018/8/6,38.937382
2018/8/7,38.747627
2018/8/8,39.288425
2018/8/9,38.899429
2018/8/10,38.833015
2018/8/13,38.719166
2018/8/14,38.624287
2018/8/15,39.051231
2018/8/16,39.297913
2018/8/17,39.933586
2018/8/20,40.161289
2018/8/21,40.0
2018/8/22,39.914612
2018/8/23,40.037952
2018/8/24,40.227703
2018/8/27,39.449715
2018/8/28,39.373814
2018/8/29,39.373814
2018/8/30,39.373814
2018/8/31,39.392788
2018/9/4,39.250473
2018/9/5,39.705883
2018/9/6,39.639469
2018/9/7,40.037952
2018/9/10,39.905125
2018/9/11,40.142315
2018/9/12,40.23719
2018/9/13,40.654648
2018/9/14,40.759014
2018/9/17,40.806454
2018/9/18,41.280834
2018/9/19,41.043644
2018/9/20,41.508537
2018/9/21,41.802658
2018/9/24,41.679317
2018/9/25,41.54649
2018/9/26,41.442123
2018/9/27,41.650852
2018/9/28,41.812145
2018/10/1,42.0019
2018/10/2,41.95446
2018/10/3,42.514233
2018/10/4,42.409866
2018/10/5,42.609108
2018/10/8,42.960152
2018/10/9,43.140415
2018/10/10,42.229603
2018/10/11,40.616699
2018/10/12,41.537003
2018/10/15,40.910816
2018/10/16,41.679317
2018/10/17,42.28653
2018/10/18,41.745731
2018/10/19,42.220116
2018/10/22,42.096775
2018/10/23,41.840607
2018/10/24,40.303604
2018/10/25,41.185959
2018/10/26,40.417458
2018/10/29,41.015179
2018/10/30,40.6926
2018/10/31,40.853889
2018/11/1,41.432636
2018/11/2,40.730549
2018/11/5,41.290321
2018/11/6,40.806454
2018/11/7,42.125237
2018/11/8,41.603416
2018/11/9,42.011387
2018/11/12,41.850094
2018/11/13,41.290321
2018/11/14,40.711575
2018/11/15,40.996204
2018/11/16,41.280834
2018/11/19,41.916508
2018/11/20,41.299809
2018/11/21,40.891842
2018/11/23,40.92979
2018/11/26,41.119545
2018/11/27,41.812145
2018/11/28,42.599621
2018/11/29,43.178368
2018/11/30,43.861481
2018/12/3,43.633778
2018/12/4,42.827324
2018/12/6,42.675522
2018/12/7,41.66983
2018/12/10,42.125237
2018/12/11,41.755219
2018/12/12,41.897533
2018/12/13,42.28653
2018/12/14,41.555977
2018/12/17,40.901329
2018/12/18,40.227703
2018/12/19,39.819733
2018/12/20,39.800758
2018/12/21,39.781784
2018/12/24,38.472485
2018/12/26,40.028461
2018/12/27,40.654648
2018/12/28,40.759014
2018/12/31,41.413662
2019/1/2,41.034157
2019/1/3,39.886147
2019/1/4,40.796963
2019/1/7,41.015179
2019/1/8,41.204933
2019/1/9,41.119545
2019/1/10,40.142315
2019/1/11,40.683113
2019/1/14,40.199242
2019/1/15,40.540798
2019/1/16,39.95256
2019/1/17,40.294117
2019/1/18,40.351044
2019/1/22,40.104362
2019/1/23,40.0
2019/1/24,38.851994
2019/1/25,38.557877
2019/1/28,37.504745
2019/1/29,38.681213
2019/1/30,39.449715
2019/1/31,40.275143
2019/2/1,40.683113
2019/2/4,40.265656
2019/2/5,39.95256
2019/2/6,40.161289
2019/2/7,39.563568
2019/2/8,40.066414
2019/2/11,39.544594
2019/2/12,39.724857
2019/2/13,39.563568
2019/2/14,39.819733
2019/2/15,40.227703
2019/2/19,40.417458
2019/2/20,40.037952
2019/2/21,39.981026
2019/2/22,40.759014
2019/2/25,40.872864
2019/2/26,40.815941
2019/2/27,40.730549
2019/2/28,41.129032
2019/3/1,41.138519
2019/3/4,40.863377
2019/3/5,40.6926
2019/3/6,39.71537
2019/3/7,39.269451
2019/3/8,38.795067
2019/3/11,39.373814
2019/3/12,39.59203
2019/3/13,39.857685
2019/3/14,39.079697
2019/3/15,39.639469
2019/3/18,39.667931
2019/3/19,40.132828
2019/3/20,40.009487
2019/3/21,40.180267
2019/3/22,39.705883
2019/3/25,39.743832
2019/3/26,40.246677
2019/3/27,39.867172
2019/3/28,40.123341
2019/3/29,40.294117
2019/4/1,40.645161
2019/4/2,40.711575
2019/4/3,40.645161
2019/4/4,40.550285
2019/4/5,40.787476
2019/4/8,40.92979
2019/4/9,40.645161
2019/4/10,40.540798
2019/4/11,40.104362
2019/4/12,39.573055
2019/4/15,39.933586
2019/4/16,38.823528
2019/4/17,37.836811
2019/4/18,37.362431
2019/4/22,36.982922
2019/4/23,37.400379
2019/4/24,37.35294
2019/4/25,37.580647
2019/4/26,37.922199
2019/4/29,37.561668
2019/4/30,38.529411
2019/5/1,38.681213
2019/5/2,38.908916
2019/5/3,39.269451
2019/5/6,39.516129
2019/5/7,38.73814
2019/5/8,38.851994
2019/5/9,38.557877
2019/5/10,38.633778
2019/5/13,38.491463
2019/5/14,38.576851
2019/5/15,39.041744
2019/5/16,39.506641
2019/5/17,39.345352
2019/5/20,39.459202
2019/5/21,39.535103
2019/5/22,39.838711
2019/5/23,39.772297
2019/5/24,39.800758
2019/5/28,39.753323
2019/5/29,39.582542
2019/5/30,39.753323
2019/5/31,39.392788
2019/6/3,39.772297
2019/6/4,40.066414
2019/6/5,40.303604
2019/6/6,40.521824
2019/6/7,40.721062
2019/6/10,40.863377
2019/6/11,40.483871
2019/6/12,40.872864
2019/6/13,40.322582
2019/6/14,40.56926
2019/6/17,40.683113
2019/6/18,40.863377
2019/6/19,41.271347
2019/6/20,41.366222
2019/6/21,41.432636
2019/6/24,41.518028
2019/6/25,41.518028
2019/6/26,40.787476
2019/6/27,41.204933
2019/6/28,41.100571
2019/7/1,41.527515
2019/7/2,41.95446
2019/7/3,42.125237
2019/7/5,41.66983
2019/7/8,41.081593
2019/7/9,41.148006
2019/7/10,41.802658
2019/7/11,40.777988
2019/7/12,40.227703
2019/7/15,40.559772
2019/7/16,40.654648
2019/7/17,40.550285
2019/7/18,40.853889
2019/7/19,40.578747
2019/7/22,40.626186
2019/7/23,40.882355
2019/7/24,40.6926
2019/7/25,40.483871
2019/7/26,40.882355
2019/7/29,39.326378
2019/7/30,36.802658
2019/7/31,36.850094
2019/8/1,36.290321
2019/8/2,36.053131
2019/8/5,35.066414
2019/8/6,35.056927
2019/8/7,34.705883
2019/8/8,34.981026
2019/8/9,34.487667
2019/8/12,33.576851
2019/8/13,33.396584
2019/8/14,32.485767
2019/8/15,32.71347
2019/8/16,32.874763
2019/8/19,33.377609
2019/8/20,32.836811
2019/8/21,33.083492
2019/8/22,33.28273
2019/8/23,32.580647
2019/8/26,33.055027
2019/8/27,32.580647
2019/8/28,33.28273
2019/8/29,33.519924
2019/8/30,33.728653
2019/9/3,34.269451
2019/9/4,33.994308
2019/9/5,34.478176
2019/9/6,34.629982
2019/9/9,34.943073
2019/9/10,35.464897
2019/9/11,35.493359
2019/9/12,35.370018
2019/9/13,35.018974
2019/9/16,34.943073
2019/9/17,34.629982
2019/9/18,34.516129
2019/9/19,34.639469
2019/9/20,34.810246
2019/9/23,34.383301
2019/9/24,34.165085
2019/9/25,34.060722
2019/9/26,33.946869
2019/9/27,34.364326
2019/9/30,34.089184
2019/10/1,33.614799
2019/10/2,32.922199
2019/10/3,33.633778
2019/10/4,34.089184
2019/10/7,33.994308
2019/10/8,33.614799
2019/10/9,33.861481
2019/10/10,33.956356
2019/10/11,34.25996
2019/10/14,34.440228
2019/10/15,34.629982
2019/10/16,34.478176
2019/10/17,34.59203
2019/10/18,34.59203
2019/10/21,34.59203
2019/10/22,34.563568
2019/10/23,34.886147
2019/10/24,34.525616
2019/10/25,34.886147
2019/10/28,35.370018
2019/10/29,36.252373
2019/10/30,36.508537
2019/10/31,36.404175
2019/11/1,36.423149
2019/11/4,36.081593
2019/11/5,35.559772
2019/11/6,35.683113
2019/11/7,35.018974
2019/11/8,35.151802
2019/11/11,35.037952
2019/11/12,35.075901
2019/11/13,34.724857
2019/11/14,34.677418
2019/11/15,35.370018
2019/11/18,35.313091
2019/11/19,35.730549
2019/11/20,35.151802
2019/11/21,35.806454
2019/11/22,36.366222
2019/11/25,36.698292
2019/11/26,36.328274
2019/11/27,36.650852
2019/11/29,36.54649
2019/12/2,36.328274
2019/12/3,36.100571
2019/12/4,36.185959
2019/12/5,36.081593
2019/12/6,36.328274
2019/12/9,36.356735
2019/12/10,36.508537
2019/12/11,36.26186
2019/12/12,36.565464
2019/12/13,36.366222
2019/12/16,37.134724
2019/12/17,36.907021
2019/12/18,36.897533
2019/12/19,36.973434
2019/12/20,37.220116
2019/12/23,37.305504
2019/12/24,37.277039
2019/12/26,37.362431
2019/12/27,37.305504
2019/12/30,36.916508
2019/12/31,37.172676
2020/1/2,37.134724
2020/1/3,36.935486
2020/1/6,36.888046
2020/1/7,36.764706
2020/1/8,37.058823
2020/1/9,36.897533
2020/1/10,37.466793
2020/1/13,37.390892
2020/1/14,38.017078
2020/1/15,38.586338
2020/1/16,38.529411
2020/1/17,38.434536
2020/1/21,38.273247
2020/1/22,38.130932
2020/1/23,38.624287
2020/1/24,37.779884
2020/1/27,38.102467
2020/1/28,36.185959
2020/1/29,35.654648
2020/1/30,35.170776
2020/1/31,35.332069
2020/2/3,35.588234
2020/2/4,35.759014
2020/2/5,36.21442
2020/2/6,36.299809
2020/2/7,36.100571
2020/2/10,35.872864
2020/2/11,36.138519
2020/2/12,35.806454
2020/2/13,35.037952
2020/2/14,34.639469
2020/2/18,34.459202
2020/2/19,34.373814
2020/2/20,34.013283
2020/2/21,33.889942
2020/2/24,32.893738
2020/2/25,32.19165
2020/2/26,32.941177
2020/2/27,32.35294
2020/2/28,31.707781
2020/3/2,33.092979
2020/3/3,32.542694
2020/3/4,34.535103
2020/3/5,33.643265
2020/3/6,33.225807
2020/3/9,32.030361
2020/3/10,32.817837
2020/3/11,30.521822
2020/3/12,28.481974
2020/3/13,31.034157
2020/3/16,28.633776
2020/3/17,30.512335
2020/3/18,30.702087
2020/3/19,28.861481
2020/3/20,27.52372
2020/3/23,27.030361
2020/3/24,28.178368
2020/3/25,28.225805
2020/3/26,30.123341
2020/3/27,29.316889
2020/3/30,30.996204
2020/3/31,30.967743
2020/4/1,30.123341
2020/4/2,31.185959
2020/4/3,31.91651
2020/4/6,32.798862
2020/4/7,31.888046
2020/4/8,32.827324
2020/4/9,33.576851
2020/4/13,33.339657
2020/4/14,34.573055
2020/4/15,34.127136
2020/4/16,34.041744
2020/4/17,35.018974
2020/4/20,34.231499
2020/4/21,33.795067
2020/4/22,34.392788
2020/4/23,34.810246
2020/4/24,35.464897
2020/4/27,36.366222
2020/4/28,35.967743
2020/4/29,36.166985
2020/4/30,36.394688
2020/5/1,35.711575
2020/5/4,35.6926
2020/5/5,36.537003
2020/5/6,36.537003
2020/5/7,35.066414
2020/5/8,35.313091
2020/5/11,36.148006
2020/5/12,35.445919
2020/5/13,35.151802
2020/5/14,35.97723
2020/5/15,35.825428
2020/5/18,36.119545
2020/5/19,35.749527
2020/5/20,35.702087
2020/5/21,35.351044
2020/5/22,35.578747
2020/5/26,35.56926
2020/5/27,35.493359
2020/5/28,36.223907
2020/5/29,36.233398
2020/6/1,33.643265
2020/6/2,34.3074
2020/6/3,34.3074
2020/6/4,34.165085
2020/6/5,34.146111
2020/6/8,34.71537
2020/6/9,34.354839
2020/6/10,34.079697
2020/6/11,31.593927
2020/6/12,32.020874
2020/6/15,31.650854
2020/6/16,31.688805
2020/6/17,31.840607
2020/6/18,31.537003
2020/6/19,31.707781
2020/6/22,31.413662
2020/6/23,31.091082
2020/6/24,30.540796
2020/6/25,30.664137
2020/6/26,30.398481
2020/6/29,30.967743
2020/6/30,31.024668
2020/7/1,32.011387
2020/7/2,32.741936
2020/7/6,32.741936
2020/7/7,32.28653
2020/7/8,32.020874
2020/7/9,31.745731
2020/7/10,32.096775
2020/7/13,33.406071
2020/7/14,33.425049
2020/7/15,33.889942
2020/7/16,33.776093
2020/7/17,34.392788
2020/7/20,34.629982
2020/7/21,34.810246
2020/7/22,36.584438
2020/7/23,36.442123
2020/7/24,35.730549
2020/7/27,35.616699
2020/7/28,37.020874
2020/7/29,37.248577
2020/7/30,36.755219
2020/7/31,36.508537
2020/8/3,36.385201
2020/8/4,36.423149
2020/8/5,36.480076
2020/8/6,36.309299
2020/8/7,36.480076
2020/8/10,36.423149
2020/8/11,35.853889
2020/8/12,36.366222
2020/8/13,36.21442
2020/8/14,36.110058
2020/8/17,36.385201
2020/8/18,36.394688
2020/8/19,36.299809
2020/8/20,36.736244
2020/8/21,36.888046
2020/8/24,36.850094
2020/8/25,36.442123
2020/8/26,36.100571
2020/8/27,35.920303
2020/8/28,35.967743
2020/8/31,35.853889
2020/9/1,34.990513
2020/9/2,35.294117
2020/9/3,34.535103
2020/9/4,34.497154
2020/9/8,34.089184
2020/9/9,34.326378
2020/9/10,33.823528
2020/9/11,34.222012
2020/9/14,35.113853
2020/9/15,35.066414
2020/9/16,34.895638
2020/9/17,34.933586
2020/9/18,34.753323
2020/9/21,34.174572
2020/9/22,34.392788
2020/9/23,34.155598
2020/9/24,33.927895
2020/9/25,34.203037
2020/9/28,34.525616
2020/9/29,34.316887
2020/9/30,34.819733
2020/10/1,34.506641
2020/10/2,34.516129
2020/10/5,34.867172
2020/10/6,34.316887
2020/10/7,34.601517
2020/10/8,35.0
2020/10/9,34.905125
2020/10/12,34.933586
2020/10/13,35.009487
2020/10/14,34.971539
2020/10/15,34.677418
2020/10/16,36.005692
2020/10/19,35.863377
2020/10/20,35.56926
2020/10/21,35.180267
2020/10/22,35.512333
2020/10/23,36.223907
2020/10/26,35.97723
2020/10/27,35.512333
2020/10/28,33.633778
2020/10/29,33.472485
2020/10/30,33.662239
2020/11/2,34.373814
2020/11/3,34.335861
2020/11/4,35.417458
2020/11/5,34.525616
2020/11/6,34.535103
2020/11/9,37.19165
2020/11/10,36.698292
2020/11/11,36.527515
2020/11/12,35.626186
2020/11/13,36.641365
2020/11/16,35.417458
2020/11/17,36.040001
2020/11/18,36.32
2020/11/19,36.189999
2020/11/20,36.700001
2020/11/23,36.52
2020/11/24,36.599998
2020/11/25,36.529999
2020/11/27,37.23
2020/11/30,38.310001
2020/12/1,39.41
2020/12/2,40.799999
2020/12/3,40.09
2020/12/4,40.34
2020/12/7,41.25
2020/12/8,42.560001
2020/12/9,41.849998
2020/12/10,41.73
2020/12/11,41.119999
2020/12/14,39.209999
2020/12/15,38.709999
2020/12/16,37.84
2020/12/17,38.029999
2020/12/18,37.68
2020/12/21,37.380001
2020/12/22,36.740002
2020/12/23,37.439999
2020/12/24,37.27
2020/12/28,36.82
2020/12/29,37.049999
2020/12/30,36.740002
2020/12/31,36.810001
2021/1/4,36.810001
2021/1/5,37.189999
2021/1/6,36.869999
2021/1/7,37.060001
2021/1/8,37.130001
2021/1/11,37.77
2021/1/12,37.18
2021/1/13,36.860001
2021/1/14,36.75
2021/1/15,36.700001
2021/1/19,36.73
2021/1/20,36.5
2021/1/21,36.48
2021/1/22,36.549999
2021/1/25,37.279999
2021/1/26,37.310001
2021/1/27,36.240002
2021/1/28,35.860001
2021/1/29,35.900002
2021/2/1,35.799999
2021/2/2,34.990002
2021/2/3,34.84
2021/2/4,34.889999
2021/2/5,34.919998
2021/2/8,34.82
2021/2/9,34.970001
2021/2/10,34.740002
2021/2/11,34.43
2021/2/12,34.720001
2021/2/16,34.689999
2021/2/17,34.889999
2021/2/18,34.560001
2021/2/19,34.439999
2021/2/22,34.259998
2021/2/23,33.91
2021/2/24,33.75
2021/2/25,33.82
2021/2/26,33.490002
2021/3/1,33.689999
2021/3/2,33.509998
2021/3/3,34.389999
2021/3/4,34.200001
2021/3/5,34.389999
2021/3/8,34.349998
2021/3/9,34.450001
2021/3/10,34.93
2021/3/11,34.709999
2021/3/12,34.939999
2021/3/15,35.41
2021/3/16,35.830002
2021/3/17,35.790001
2021/3/18,35.77
2021/3/19,35.529999
2021/3/22,36.0
2021/3/23,35.360001
2021/3/24,35.610001
2021/3/25,35.669998
2021/3/26,36.25
2021/3/29,36.619999
2021/3/30,36.110001
2021/3/31,36.23
2021/4/1,36.299999
2021/4/5,36.279999
2021/4/6,36.049999
2021/4/7,35.91
2021/4/8,35.959999
2021/4/9,36.599998
2021/4/12,36.970001
2021/4/13,37.16
2021/4/14,37.169998
2021/4/15,37.599998
2021/4/16,38.57
2021/4/19,38.93
2021/4/20,39.029999
2021/4/21,39.529999
2021/4/22,38.639999
2021/4/23,38.66
2021/4/26,38.68
2021/4/27,38.450001
2021/4/28,38.810001
2021/4/29,38.599998
2021/4/30,38.650002
2021/5/3,39.830002
2021/5/4,39.950001
2021/5/5,39.970001
2021/5/6,39.189999
2021/5/7,39.580002
2021/5/10,39.860001
2021/5/11,39.349998
2021/5/12,39.689999
2021/5/13,40.099998
2021/5/14,40.02
2021/5/17,40.110001
2021/5/18,40.049999
2021/5/19,39.830002
2021/5/20,40.119999
2021/5/21,39.950001
2021/5/24,39.810001
2021/5/25,39.330002
2021/5/26,38.919998
2021/5/27,38.650002
2021/5/28,38.73
2021/6/1,38.5
2021/6/2,38.790001
2021/6/3,38.970001
2021/6/4,39.150002
2021/6/7,38.990002
2021/6/8,38.849998
2021/6/9,39.810001
2021/6/10,40.68
2021/6/11,40.150002
2021/6/14,39.630001
2021/6/15,39.59
2021/6/16,39.299999
2021/6/17,39.48
2021/6/18,38.810001
2021/6/21,39.419998
2021/6/22,39.610001
2021/6/23,39.049999
2021/6/24,39.189999
2021/6/25,38.98
2021/6/28,39.119999
2021/6/29,39.099998
2021/6/30,39.16
2021/7/1,39.560001
2021/7/2,39.73
2021/7/6,39.290001
2021/7/7,39.349998
2021/7/8,39.25
2021/7/9,39.610001
2021/7/12,39.759998
2021/7/13,39.650002
2021/7/14,39.950001
2021/7/15,40.09
2021/7/16,40.349998
2021/7/19,40.150002
2021/7/20,41.049999
2021/7/21,41.02
2021/7/22,41.470001
2021/7/23,41.68
2021/7/26,41.810001
2021/7/27,42.099998
2021/7/28,43.450001
2021/7/29,42.790001
2021/7/30,42.810001
2021/8/2,43.959999
2021/8/3,45.68
2021/8/4,45.189999
2021/8/5,45.060001
2021/8/6,45.07
2021/8/9,45.98
2021/8/10,48.189999
2021/8/11,46.310001
2021/8/12,47.240002
2021/8/13,48.48
2021/8/16,48.91
2021/8/17,50.419998
2021/8/18,49.310001
2021/8/19,48.799999
2021/8/20,48.720001
2021/8/23,49.93
2021/8/24,48.380001
2021/8/25,47.509998
