Date,Close Pfizer,Date,Pandemic,Consumption_1,Consumption_2,Close NASDQ,Net Income (in millions),SPOT EXCHANGE RATE - EURO AREA,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","JAPAN -- SPOT EXCHANGE RATE, YEN/US$","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis",Unemployment,Commercial and Industral loans,Government investment
2017/1/30,0.355712971,2017/1/27,0,0.525404063,0.034597223,0.021800137,0.277413752,0.373955432,0.503720033,0.267230444,0.528150134,0.098558884,0.210468058,0.007115264
2017/1/31,0.422315461,2017/1/30,0,0.52540562,0.035020785,0.017371436,0.277413752,0.370821727,0.489115459,0.2397463,0.528150134,0.098139497,0.210626186,0.007510556
2017/2/1,0.361996412,2017/1/31,0,0.525407177,0.035444348,0.017473058,0.277413752,0.410167131,0.518600165,0.21564482,0.517426273,0.097720111,0.210626186,0.007905848
2017/2/2,0.377076142,2017/2/1,0,0.517625662,0.044761906,0.020094334,0.277413752,0.397632312,0.53458253,0.22769556,0.525469169,0.097720111,0.208547935,0.008301141
2017/2/3,0.414775597,2017/2/2,0,0.517960956,0.045108361,0.019487495,0.277413752,0.412952646,0.506475613,0.210570825,0.525469169,0.096952689,0.206469685,0.008696433
2017/2/6,0.387129383,2017/2/3,0,0.518296252,0.045454814,0.022363745,0.277413752,0.409470752,0.496279967,0.209302326,0.528150134,0.096185267,0.204391434,0.009091725
2017/2/7,0.350686616,2017/2/6,0,0.518631545,0.045801268,0.022060762,0.277413752,0.388231198,0.481399835,0.207188161,0.509383378,0.095417846,0.202313183,0.009487018
2017/2/8,0.377076009,2017/2/7,0,0.518966839,0.046147721,0.023064718,0.277413752,0.373955432,0.491319923,0.203382664,0.504021448,0.094650424,0.200234933,0.00988231
2017/2/9,0.399695868,2017/2/8,0,0.519302133,0.046494175,0.02383906,0.277413752,0.380222841,0.507026729,0.194926004,0.487935657,0.093883003,0.198156682,0.010277602
2017/2/10,0.365766212,2017/2/9,0,0.519637427,0.046840629,0.026918555,0.277413752,0.36281337,0.499586663,0.226638478,0.504021448,0.093115581,0.196078431,0.010672895
2017/2/13,0.402209112,2017/2/10,0,0.519972721,0.047187083,0.028701493,0.277413752,0.360027855,0.495728851,0.226215645,0.506702413,0.092348159,0.194000181,0.011068187
