,Net Income (in millions),Close Pfizer,Close NASDQ,World total cases,World incerased cases,Pfizer Vaccined,SPOT EXCHANGE RATE - EURO AREA,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","JAPAN -- SPOT EXCHANGE RATE, YEN/US$","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis",medical cpi,US CPI,US GDP,DPI US,industrial production,Inflation Rate,PCE US,PPI US,Unemployment,Commercial and Industral loans,Government investment,roa,roi,roe,R&D expenses,EPS
11,0.2774137522696771,0.08899976998588455,0.010443755793348997,0.0,0.0,0.0,0.3530640668523679,0.445301736015431,0.27019027484143754,0.5227882037533513,0.011205253206782118,0.007917993665879308,0.1870866775299378,0.0037851418342591536,0.5245867330298775,0.26666666666666666,0.16608637389554737,0.0,0.10107520628731176,0.20936116381878556,0.004737892933748267,0.4610990490298352,0.47022473328989967,0.4815172597224455,0.36791450925925917,0.14365390420560747
12,0.2774137522696771,0.09094058531710414,0.011878596116309037,0.0,0.0,0.0,0.3913649025069641,0.4910443648387983,0.21945031712473595,0.5254691689008043,0.012139024011136534,0.008577825564531238,0.1875634170651832,0.004100570472933551,0.5246994994398833,0.26666666666666666,0.16623800717347548,0.0,0.10065581931752043,0.2096774193548387,0.005132718342940823,0.4629959012726893,0.4722399182564082,0.48375322991458547,0.3611442983539094,0.1465179378504673
13,0.2774137522696771,0.0823456086138139,0.011653713169096025,0.0,0.0,0.0,0.3913649025069641,0.4910443648387983,0.21945031712473595,0.5067024128686328,0.013072796000336062,0.009237659276859489,0.1880401566004295,0.004415999111608393,0.5248122658498886,0.26666666666666666,0.16638964220103203,0.0,0.10023643234772911,0.20983554712049335,0.005527542255063356,0.4648927535155435,0.47425510317201786,0.4859892001067254,0.3543740874485596,0.14938197149532711
14,0.2774137522696771,0.0737505734645536,0.016171815530102607,0.0,0.0,0.0,0.39449860724234,0.5037200330669607,0.23488372093023235,0.5227882037533513,0.01400656680468959,0.009897491175510531,0.18851689967986474,0.004731427750282791,0.5249250294238599,0.26666666666666666,0.16654127722858902,0.0,0.09981704537793773,0.20999367489089182,0.005922366167185444,0.4667896058418527,0.4762702881385264,0.48822517029886536,0.3476038760288066,0.15224600560747664
15,0.2774137522696771,0.07763220412699279,0.02138239187169033,0.0,0.0,0.0,0.39240947075208954,0.5282446955084046,0.2342494714587735,0.5388739946380697,0.01494033760904312,0.010557324887838782,0.18899363921511014,0.005046856388956744,0.5250377958338652,0.26666666666666666,0.16669291050651758,0.0,0.0993976584081464,0.21015180265654645,0.006317191576378001,0.4686864580847069,0.47828547305413605,0.4904611404910053,0.3408336651234568,0.15511003925233646
16,0.2774137522696771,0.0773549656675222,0.021273281156434787,0.0,0.0,0.0,0.366991643454039,0.5169468173050427,0.25750528541226236,0.5335120643431636,0.015874108413397536,0.011217156786490712,0.18947038229454627,0.005362285027631142,0.5251505622438706,0.26666666666666666,0.16684454553407413,0.0,0.09897827143835508,0.2103099304222011,0.006712015488500089,0.470583310327561,0.4803006580206446,0.4926971107173521,0.334063454218107,0.15797407289719628
17,0.2774137522696771,0.08123656710697624,0.02180013655223878,0.0,0.0,0.0,0.37395543175487456,0.5037200330669607,0.26723044397463,0.5281501340482575,0.016807880402596176,0.011876990498818962,0.1899471218297908,0.0056777136663059835,0.5252633286538759,0.26666666666666666,0.16699618056163068,0.0,0.0985588844685637,0.2104680581925996,0.007106840897692646,0.47248016257041514,0.4823158429362543,0.49493308090949206,0.3272932433127572,0.1608381065420561
18,0.2774137522696771,0.07818668104593396,0.017371436127987194,0.0,0.0,0.0,0.3708217270194991,0.48911545880407825,0.2397463002114164,0.5281501340482575,0.017741651206949705,0.012536822397470893,0.19042386490922691,0.005993142304980381,0.5253760950638817,0.26666666666666666,0.1671478138395588,0.0,0.09813949749877238,0.21062618595825425,0.007501664809815178,0.47437701489672435,0.48433102790276283,0.497169051101632,0.32052303189300424,0.16370214065420563
19,0.2774137522696771,0.08983154381026648,0.017473058388075335,0.0,0.0,0.0,0.41016713091921986,0.5186001653348025,0.2156448202959833,0.5174262734584452,0.01867542201130412,0.013196656109799143,0.1909006044444732,0.006308570943654779,0.5254888614738871,0.26666666666666666,0.16729944886711579,0.0,0.09772011052898094,0.21062618595825425,0.007896488721937267,0.47627386713957853,0.4863462128183725,0.49940502129377196,0.31375282098765445,0.16656617429906545
20,0.2774137522696771,0.0881679961615025,0.02009433411427486,0.0,0.0,0.0,0.3976323119777163,0.5345825296224853,0.22769556025370008,0.5254691689008043,0.01867542201130412,0.013196656109799143,0.19137734752390756,0.006308570943654779,0.5254888614738871,0.28888888888888886,0.16729944886711579,0.0,0.09772011052898094,0.2085479353036053,0.008291314131130267,0.4781707193824327,0.488361397784881,0.5016409914859119,0.30698261008230465,0.16943020794392524
21,0.2774137522696771,0.08983154381026648,0.01948749479133216,0.0,0.0,0.0,0.41295264623955497,0.5064756131165606,0.21057082452431297,0.5254691689008043,0.018983481838015237,0.01336766042908799,0.19185408705915385,0.00680524099410551,0.5245576977070656,0.28888888888888886,0.16772185985478094,0.0,0.096952688915457,0.20646968464895635,0.008686138043252356,0.48006757162528685,0.49037658270049067,0.5038769616780518,0.30021239866255145,0.1722942415887851
22,0.2774137522696771,0.09981285892583502,0.022363745124173606,0.0,0.0,0.0,0.4094707520891365,0.49627996693303933,0.20930232558139528,0.5281501340482575,0.019291541664726353,0.013538662934700518,0.19233082659439926,0.00730190921472218,0.5236265311042101,0.28888888888888886,0.16814426909281766,0.0,0.0961852673863014,0.20439143399430737,0.009080961955374445,0.48196442395159605,0.4923917676669992,0.5061129318701918,0.29344218775720166,0.1751582757009346
23,0.2774137522696771,0.10369448958827421,0.02206076188938011,0.0,0.0,0.0,0.38823119777158777,0.4813998346651971,0.2071881606765329,0.5093833780160858,0.01959960149143747,0.013709667253989366,0.1928075696738354,0.007798579265173355,0.5226953673373891,0.28888888888888886,0.1685666800804828,0.0,0.09541784577277745,0.20231318333965842,0.009475787364567445,0.48386127619445024,0.4944069525826089,0.5083489020623317,0.28667197685185186,0.1780223093457944
24,0.2774137522696771,0.09953562046636444,0.023064718252037042,0.0,0.0,0.0,0.37395543175487456,0.49131992284375814,0.20338266384778025,0.5040214477211796,0.019907661318149472,0.013880671573279102,0.19328430920908168,0.008295247485790025,0.5217642035705676,0.28888888888888886,0.16898908931851997,0.0,0.0946504241592534,0.20023493268500947,0.009870611276689534,0.48575812843730437,0.49642213754911746,0.5105848722544717,0.27990176543209866,0.18088634299065423
25,0.2774137522696771,0.10119913889214327,0.023839059705227483,0.0,0.0,0.0,0.3802228412256268,0.5070267291264807,0.19492600422832984,0.4879356568364611,0.020215721144860588,0.01405167589256795,0.19376105228851603,0.008791917536240756,0.5208330369677117,0.28888888888888886,0.16941150030618513,0.0,0.09388300263009786,0.19815668202561668,0.010265435188811622,0.48765498068015856,0.4984373224647271,0.5128208424466116,0.27313155452674887,0.18375037663551405
26,0.2774137522696771,0.10785335871018398,0.02691855455824499,0.0,0.0,0.0,0.3628133704735381,0.4995866629925598,0.22663847780126867,0.5040214477211796,0.020523780971571703,0.014222678398180477,0.19423779182376233,0.009288585756857426,0.5199018732008907,0.28888888888888886,0.16983390954422184,0.0,0.09311558101657386,0.19607843137096773,0.010660260598004179,0.48955183300646776,0.5004525074312356,0.5150568126387516,0.26636134362139907,0.18661441074766355
27,0.2774137522696771,0.1070215556628169,0.028701492506564952,0.0,0.0,0.0,0.36002785515320346,0.49572885092311925,0.2262156448202961,0.5067024128686328,0.02083184079828282,0.014393682717469325,0.19471453490319757,0.009785255807308157,0.5189707094340692,0.28888888888888886,0.170256320531887,0.0,0.09234815940304986,0.19400018071631875,0.011055084510126267,0.4914486852493219,0.5024676923468453,0.5172927828308915,0.2595911322016461,0.1894784443925234
28,0.2774137522696771,0.11423028162278404,0.03150814160502036,0.0,0.0,0.0,0.3436629526462398,0.49793331496279913,0.23826638477801287,0.512064343163539,0.02144796045170505,0.014564687036758173,0.19519127443844297,0.010281925857759333,0.5180395428312137,0.28888888888888886,0.17067873151955215,0.0,0.09158073787389431,0.1919219300616698,0.0114499084222488,0.4933455374921761,0.5044828773133538,0.5195287530230315,0.2528209212962963,0.1923424780373832
29,0.2774137522696771,0.1181118246162679,0.03325910434844093,0.0,0.0,0.0,0.3346100278551538,0.4855332047395975,0.24989429175475708,0.5227882037533513,0.021756020278417054,0.0147356895423707,0.19566801397368927,0.010778594078376003,0.5171083790643922,0.28888888888888886,0.17110114075758887,0.0,0.09081331626037031,0.18984367940702085,0.011844733831441356,0.4952423897350302,0.5064980622289635,0.5217647232151714,0.2460507103909465,0.195206511682243
30,0.2774137522696771,0.13918346713125762,0.03672813586213641,0.0,0.0,0.0,0.34157381615598936,0.4855332047395975,0.24630021141649072,0.5335120643431636,0.02206408010512817,0.014906693861660436,0.19614475705312362,0.011275264128826734,0.5161772152975712,0.28888888888888886,0.17152355174525402,0.0,0.09004589464684631,0.1877654287523719,0.012239557743563445,0.4971392420613394,0.5085132471954721,0.5240006934073114,0.23928049897119352,0.19807054579439254
31,0.2774137522696771,0.14223329474632973,0.036300973171971784,0.0,0.0,0.0,0.36350974930362145,0.488839900799118,0.2291754756871036,0.5174262734584452,0.022372139931839286,0.015077698180949284,0.1966214965883708,0.011771932349443404,0.5152460486947152,0.28888888888888886,0.17194596098329074,0.0,0.08927847311769072,0.18568717809772295,0.012634381655685534,0.4990360943041936,0.5105284321110817,0.5262366635994513,0.23251028806584373,0.20093457943925236
32,0.2774137522696771,0.14223329474632973,0.03852899096735485,0.0,0.0,0.0,0.347493036211699,0.47533755855607573,0.21860465116279082,0.5093833780160858,0.0226801997585504,0.015248702500238132,0.19709823966780604,0.012268602399894135,0.5143148849278938,0.28888888888888886,0.17236837197095634,0.0,0.08774362989064272,0.183608927443074,0.01302920706487809,0.502829798873357,0.5125436170266914,0.5284726337915913,0.22574007716049393,0.20379861308411218
33,0.2774137522696771,0.14223329474632973,0.041104187525763725,0.0,0.0,0.0,0.32555710306406693,0.4855332047395975,0.231712473572939,0.512064343163539,0.023296319411972632,0.015590709325140395,0.1980517222824867,0.01326194067096198,0.5124525545582168,0.28888888888888886,0.1732131921966582,0.0,0.08620878674796312,0.17945242613377607,0.013818854889122711,0.5047266511162112,0.5145588019931999,0.5307086039837312,0.21896986574074073,0.2066626471962617
34,0.2774137522696771,0.1414015209219479,0.040603610595381534,0.0,0.0,0.0,0.3269498607242345,0.48305318269495734,0.231289640591966,0.5093833780160858,0.023604379238684636,0.015761713644429243,0.1985284618177321,0.013758610721412712,0.5115213907913954,0.28888888888888886,0.17363560318432336,0.0,0.08544136513443917,0.17737417547438328,0.014213680298315268,0.5066235033590653,0.5165739869088096,0.5329445741758712,0.21219965483539094,0.20952668084112153
35,0.2774137522696771,0.15443266365258856,0.038240111789540565,0.0,0.0,0.0,0.33774373259052926,0.5084045191512812,0.21479915433403818,0.49865951742627346,0.023912439065395752,0.01593271615004177,0.1990052013529784,0.014255278942029381,0.5105902270245744,0.28888888888888886,0.17405801242236008,0.0,0.08467394360528357,0.17529592481973433,0.014608504210437356,0.5085203556019194,0.5185891718753182,0.5351805443680111,0.20542944393004114,0.21239071448598135
36,0.2774137522696771,0.15997784196379172,0.03916220067958798,0.0,0.0,0.0,0.3356545961002788,0.4949021769082389,0.2059196617336152,0.479892761394102,0.024220498892106868,0.016103720469330618,0.19948194443241452,0.014751948992480113,0.5096590604217184,0.28888888888888886,0.17448042341002523,0.0,0.08390652199175963,0.17321767416508538,0.015003328122559889,0.5104172079282286,0.5206043567909278,0.537416514560151,0.19865923251028816,0.21525474813084114
37,0.2774137522696771,0.16053234810571793,0.04072310400338974,0.0,0.0,0.0,0.35097493036211747,0.48773766877927827,0.20063424947145903,0.4932975871313673,0.024528558718817983,0.016274724788619466,0.19995868396765903,0.015248617213096782,0.5087278966548969,0.28888888888888886,0.1749028326480624,0.0,0.08313910037823558,0.17113942351043643,0.015398153531752445,0.5123140601710828,0.5226195417574364,0.539652484752291,0.19188902160493815,0.21811878224299067
38,0.2774137522696771,0.15609624052433757,0.03729266320231739,0.0,0.0,0.0,0.348885793871867,0.47506200055111547,0.20169133192389,0.4932975871313673,0.0248366185455291,0.0164457291079092,0.20043542704709516,0.015745287263547958,0.5077967328880759,0.28888888888888886,0.17532524363572755,0.0,0.08237167884907998,0.16906117285578745,0.015792977443874534,0.514210912413937,0.524634726673046,0.5418884549444309,0.18511881069958835,0.22098281588785051
39,0.2774137522696771,0.16441397876815722,0.04468701580207768,0.0,0.0,0.0,0.3300835654596104,0.4450261780104712,0.2355179704016912,0.5201072386058981,0.025144678372240215,0.01661673161352173,0.20091216658234057,0.016241955484164627,0.50686556628522,0.25555555555555554,0.17574765287376426,0.0,0.08160425723555603,0.1669829222011385,0.016187801355996623,0.5161077646567911,0.5266499116395545,0.5441244251365709,0.17834859927983537,0.2238468495327103
40,0.2774137522696771,0.16690927101831798,0.04065915368767892,0.0,0.0,0.0,0.31267409470752083,0.4309727197575084,0.25221987315010574,0.5281501340482575,0.025144678372240215,0.016787735932810577,0.2013889096617758,0.01673862553461536,0.5059344025183985,0.25555555555555554,0.17617006386142942,0.0,0.08160425723555603,0.1669829222011385,0.016582626765189623,0.5180046169831003,0.5286650965551642,0.5463603953287108,0.17157838837448558,0.2267108831775701
41,0.2774137522696771,0.16718650947778857,0.04155579105077001,0.0,0.0,0.0,0.3259052924791086,0.4260126756682281,0.25539112050739954,0.5281501340482575,0.02476214271273136,0.016787735932810577,0.2018656491970221,0.01673862553461536,0.5059344025183985,0.25555555555555554,0.17617006386142942,0.0,0.08144329314486681,0.16915153157969637,0.016977450677311712,0.5199014692259545,0.5306802815216728,0.5485963655208508,0.16480817746913579,0.22957491728971965
42,0.2774137522696771,0.16247316343693752,0.03952633182228782,0.0,0.0,0.0,0.33774373259052926,0.4243593276384674,0.2410147991543341,0.5281501340482575,0.02437960705322162,0.017412159421672513,0.2023423887322675,0.016948620960048455,0.5065029594021642,0.25555555555555554,0.17637668620418134,0.0,0.08128232896980919,0.17132014095825426,0.017372274589434245,0.5217983214688087,0.5326954664372825,0.5508323357129907,0.15803796604938258,0.23243895093457947
43,0.2774137522696771,0.15249184832136886,0.03809149149932778,0.0,0.0,0.0,0.3363509749303626,0.41499035546982643,0.24249471458773764,0.5361930294906166,0.02399707139371099,0.018036581096856352,0.20281913181170363,0.017158616385481107,0.507071516285929,0.25555555555555554,0.17658330854693371,0.0,0.08112136487912003,0.17348875033681213,0.0177670999986268,0.5236951737116629,0.5347106514037909,0.5530683059051307,0.1512677551440328,0.23530298457943927
44,0.2774137522696771,0.1502737945306789,0.03843205475462974,0.0,0.0,0.0,0.3241643454038998,0.39928354918710385,0.254968287526427,0.5495978552278821,0.023614534549357025,0.018661004585718288,0.20329587134694993,0.017368611810914203,0.5076400760057287,0.25555555555555554,0.17678993263931408,0.0,0.08096040070406241,0.17565735972011381,0.01816192391074889,0.5255920260379721,0.5367258363194006,0.5553042760972706,0.144497544238683,0.2381670182242991
45,0.2774137522696771,0.15415542519311798,0.03855062939439191,0.0,0.0,0.0,0.33774373259052926,0.403141361256544,0.2577167019027482,0.5576407506702413,0.023231998889846395,0.019285428074579336,0.20377261442638428,0.0175786072363473,0.5082086328894939,0.25555555555555554,0.17699655498206646,0.0,0.08079943661337319,0.1778259690986717,0.018556747822870978,0.5274888782808262,0.5387410212859092,0.5575402462894106,0.13772733281893002,0.24103105233644861
46,0.2774137522696771,0.15581900206486698,0.04070711640094005,0.0,0.0,0.0,0.365947075208914,0.4009368972168641,0.2642706131078225,0.5522788203753352,0.022849463230336653,0.019909851563441272,0.20424935396163058,0.017788602661780395,0.5087771897732591,0.25555555555555554,0.17720317732481838,0.0,0.08063847243831562,0.17999457847722958,0.01895157323206398,0.5293857305236803,0.5407562062015189,0.5597762164815505,0.13095712191358022,0.24389508598130843
47,0.2774137522696771,0.15581900206486698,0.042029032908725394,0.0,0.0,0.0,0.366991643454039,0.42187930559382725,0.2556025369978858,0.5630026809651475,0.02246692757082691,0.02053427323862511,0.20472609704106493,0.017998596257378985,0.5093457466570244,0.25555555555555554,0.17740979966757076,0.0,0.0804775083476264,0.18216318785578745,0.019346397144186067,0.5312825827665345,0.5427713911680274,0.5620121867078973,0.12418691100823043,0.24675911962616826
48,0.2774137522696771,0.15886877123396903,0.0402451301831811,0.0,0.0,0.0,0.3582869080779947,0.4036924772664645,0.2560253699788584,0.5576407506702413,0.022084391911318058,0.021158696727487047,0.20520283657631122,0.01820859168281208,0.5099143035407891,0.25555555555555554,0.17761642375995113,0.0,0.08031654425693718,0.18433179723434534,0.019741222553378623,0.5331794350928437,0.544786576083637,0.5642481569000373,0.11741670010288063,0.24962315327102805
49,0.2774137522696771,0.1702362786468905,0.044312547881515396,0.0,0.0,0.0,0.3530640668523679,0.41857260953430675,0.25665961945031723,0.5335120643431636,0.021701856251808316,0.021783120216348983,0.20567957965574735,0.018418587108244733,0.5104828632605889,0.25555555555555554,0.17782304610270305,0.0,0.08015558008187962,0.1865004066129032,0.020136046465500712,0.5350762873356979,0.5468017610501457,0.5664841270921772,0.11064648868312765,0.2524871873831776
50,0.2774137522696771,0.1646912172276278,0.04437934661400922,0.0,0.0,0.0,0.39066852367688076,0.4593551942683938,0.2219873150105709,0.5388739946380697,0.021319320592297686,0.022407541891532823,0.20615631919099187,0.01862858253367783,0.5110514201443541,0.25555555555555554,0.17802966844545542,0.0,0.0799946159911904,0.18866901599146108,0.0205308703776228,0.536973139578552,0.5488169459657553,0.5687200972843172,0.10387627777777786,0.2553512210280374
51,0.2774137522696771,0.16164130194360027,0.044401949724182654,0.0,0.0,0.0,0.3920612813370479,0.4599063102783134,0.2145877378435519,0.5308310991957105,0.02093678374794372,0.02303196538039387,0.20663305872623905,0.018838577959110925,0.5116199770281193,0.25555555555555554,0.17823629078820735,0.0,0.07983365181613278,0.1908376253747628,0.0209256957868158,0.5388699918214062,0.5508321309322638,0.5709560674764571,0.09710606687242807,0.2582152546728972
52,0.2774137522696771,0.16330487881534927,0.044451796077002226,0.0,0.0,0.0,0.39623955431754876,0.4579774042435929,0.21289640591966208,0.5227882037533513,0.02055424808843309,0.023656388869255807,0.2071098018056734,0.01904857338454402,0.5121885339118846,0.25555555555555554,0.17844291488058772,0.0,0.07967268772544356,0.19300623475332065,0.02132051969893789,0.5407668441477154,0.5528473158478735,0.573192037668597,0.09033585545267486,0.26107928831775706
53,0.2774137522696771,0.15970051583536582,0.034318557888504686,0.0,0.0,0.0,0.41573816155988874,0.48939101680903807,0.19830866807610992,0.512064343163539,0.02017171242892335,0.024280812358117743,0.2075865413409197,0.019258568809976673,0.5127570907956494,0.25555555555555554,0.1786495372233401,0.0,0.079511723550386,0.19734345351043642,0.02171534361105998,0.5426636963905695,0.554862500814382,0.575428007860737,0.08356564454732507,0.2639433224299066
54,0.2774137522696771,0.16580017106551015,0.036935147661429246,0.0,0.0,0.0,0.4122562674094712,0.48856434279415817,0.1805496828752644,0.5040214477211796,0.019789176769414496,0.024905234033301582,0.20806328442035493,0.01946856423540977,0.5133256476794146,0.25555555555555554,0.17885615956609202,0.0,0.07935075945969677,0.19951206288899428,0.022110169020252535,0.5445605486334237,0.5568776857299917,0.577663978052877,0.07679543364197527,0.26680735607476636
55,0.2774137522696771,0.1608095865651885,0.036563482054583596,0.0,0.0,0.0,0.40772980501392775,0.5023422430421602,0.1818181818181821,0.5067024128686328,0.019406641109904754,0.02552965752216263,0.20854002395560034,0.01967855966084242,0.5138942073992143,0.25555555555555554,0.1790627819088444,0.0,0.07918979536900755,0.20168067226755215,0.022504992932374623,0.5464574008762779,0.5588928706965002,0.5798999482450169,0.0700252222222223,0.26967138971962623
56,0.2774137522696771,0.15276908678083945,0.037603180807168846,0.0,0.0,0.0,0.41434540389972163,0.492697712868559,0.17991543340380556,0.5040214477211796,0.019024105450395012,0.026154081011024566,0.20901676703503558,0.019888555086275517,0.5144627642829795,0.25555555555555554,0.17926940600122476,0.0,0.07886786710326077,0.20384928164611005,0.022899816844497156,0.5483542532025871,0.5609080556121099,0.5821359184371568,0.0632550113168725,0.272535423364486
57,0.2774137522696771,0.15775978817310143,0.03869741195993659,0.0,0.0,0.0,0.4408077994428976,0.5180490493248828,0.16828752642706135,0.49865951742627346,0.01864156979088527,0.026778502686209293,0.20949350657028276,0.020098548681874107,0.5150313211667448,0.25555555555555554,0.1794760283439767,0.0,0.07870690292820315,0.20601789102941173,0.023294642253689712,0.5502511054454413,0.5629232405786184,0.5843718886292968,0.056484800411522595,0.2753994574766355
58,0.2774137522696771,0.15720519436222002,0.04196884977804338,0.0,0.0,0.0,0.4303621169916436,0.49600440892807907,0.1699788583509516,0.5093833780160858,0.018259032946530418,0.02740292617507034,0.20997024610552728,0.020308544107307203,0.5155998780505096,0.25555555555555554,0.17968265068672906,0.0,0.07854593883751393,0.20818650040796963,0.0236894661658118,0.5521479576882954,0.5649384254942281,0.5866078588214367,0.049714588991769504,0.2782634911214954
59,0.2774137522696771,0.1619185696260561,0.04407732815643994,0.0,0.0,0.0,0.3969359331476321,0.47065307247175525,0.18033826638477812,0.5013404825737267,0.017876497287019788,0.02802734966393139,0.2104469891849634,0.0205185395327403,0.5161684349342748,0.25555555555555554,0.17988927302948143,0.0,0.07838497466245636,0.2103551097865275,0.02408429007793389,0.5540448099311496,0.5669536104607367,0.5888438290135767,0.04294437808641971,0.28112752476635516
60,0.2774137522696771,0.16247316343693752,0.04565706749947429,0.0,0.0,0.0,0.386490250696379,0.4921465968586385,0.186892177589852,0.5093833780160858,0.017493961627510934,0.028651773152793325,0.21092372872020881,0.020728534958173395,0.5167369946540745,0.25555555555555554,0.1800958971218618,0.0,0.07822401057176714,0.21252371916508536,0.02447911548712689,0.5559416622574588,0.5689687953763463,0.5910797992057166,0.036174167181069916,0.283991558411215
61,0.2774137522696771,0.15859153277449844,0.04541247567967299,0.0,0.0,0.0,0.37674094707520966,0.5053733810967209,0.1879492600422834,0.5040214477211796,0.017111425968001193,0.029276194827978053,0.21140047179964405,0.020938530383606047,0.5173055515378397,0.23333333333333336,0.18030251946461373,0.0,0.07822401057176714,0.21252371916508536,0.02487393939924898,0.557838514500313,0.5709839803428548,0.5933157693978566,0.029403955761316825,0.2868555925233645
