Pandemic,Consumption_1,Consumption_2,Close NASDQ,Net Income (in millions),SPOT EXCHANGE RATE - EURO AREA,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","JAPAN -- SPOT EXCHANGE RATE, YEN/US$","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis",Unemployment,Commercial and Industral loans,Government investment,Pandemic1
0.000107558,0.58883445,0.275682056,0.626424495,0.480134457,0.386934673,0.368275862,0.620689655,0.457627119,0.349068024,0.526236559,0.115314034,0
0.000107558,0.597106454,0.268205072,0.448780221,0.497272276,0.5,0.484137931,0.59375,0.491525424,0.345973407,0.526236559,0.196969671,0
0.000107558,0.588834449,0.275682055,0.601552271,0.480134457,0.454773869,0.529655172,0.673491379,0.610169492,0.349068024,0.498709677,0.115314375,0
0.000107558,0.588832948,0.275680951,0.618690211,0.480134457,0.600502513,0.491034483,0.635775862,0.508474576,0.352162643,0.498709678,0.115314034,0
0.000107558,0.588835835,0.275683081,0.580342573,0.480134457,0.366834171,0.362758621,0.723060345,0.576271186,0.339897215,0.498709677,0.115314375,0
0.000107558,0.588835815,0.275683072,0.467200298,0.480134457,0.633165829,0.613793103,0.575431034,0.406779661,0.339897215,0.498709677,0.115314034,0
0.000107558,0.58077241,0.283181761,0.580798907,0.480134457,0.638190955,0.546206897,0.627155172,0.525423729,0.339897215,0.498709677,0.115314375,0
0.000107558,0.590700605,0.274896293,0.643602484,0.480134457,0.567839196,0.514482759,0.649784483,0.542372881,0.339897215,0.498709677,0.115314034,0
0.000107558,0.590700609,0.274896333,0.545853472,0.480134457,0.638190955,0.525517241,0.567887931,0.491525424,0.339897215,0.498709677,0.115314375,0
0.000107558,0.590700606,0.274896293,0.601587244,0.480134457,0.361809045,0.548965517,0.679956897,0.576271186,0.339897215,0.498709677,0.115314034,0
0.000107558,0.590700604,0.274896292,0.541041932,0.480134457,0.527638191,0.495172414,0.64762931,0.491525424,0.339897215,0.498709677,0.115314375,0
0.000107558,0.590700626,0.274896302,0.589116442,0.480134457,0.650753769,0.586206897,0.595905172,0.525423729,0.339897215,0.482580645,0.115314034,0
0.000107558,0.590700588,0.274896324,0.632547223,0.480134457,0.452261307,0.437241379,0.605603448,0.491525424,0.339897215,0.498709677,0.033658738,0
0.000107558,0.590700605,0.274896293,0.568617192,0.480134457,0.610552764,0.377931034,0.642241379,0.593220339,0.339897215,0.498709677,0.082875862,0
0.000107558,0.590700626,0.274896302,0.527421832,0.480134457,0.412060302,0.433103448,0.641163793,0.593220339,0.339897215,0.498709677,0.082875522,0
0.000107558,0.590700589,0.274896325,0.507349867,0.480134457,0.386934673,0.259310345,0.643318966,0.576271186,0.339897215,0.498709677,0.082875862,0
0.000107558,0.59051301,0.274759235,0.550324313,0.480134457,0.35678392,0.369655172,0.733836207,0.542372881,0.339897215,0.498709677,0.082875522,0
0.000107558,0.590708623,0.274902144,0.49041443,0.480134457,0.547738693,0.510344828,0.668103448,0.542372881,0.339897215,0.498709677,0.082875862,0
0.000107558,0.590708602,0.274902136,0.558364606,0.480134457,0.40201005,0.433103448,0.65625,0.559322034,0.339897215,0.498709677,0.082875862,0
0.000107558,0.590708586,0.274902167,0.626840217,0.480134457,0.359296482,0.460689655,0.620689655,0.457627119,0.339897215,0.498709677,0.082875522,0
0.000107558,0.590708623,0.274902145,0.56109641,0.480134457,0.510050251,0.284137931,0.604525862,0.440677966,0.339897215,0.498709677,0.082875862,0
0.000107558,0.590708603,0.274902136,0.529530336,0.480134457,0.43718593,0.433103448,0.641163793,0.491525424,0.339897215,0.498709677,0.082875862,0
0.000107558,0.59076722,0.27455285,0.597665246,0.480134457,0.336683417,0.286896552,0.668103448,0.542372881,0.339897215,0.51483871,0.082875522,0
0.000107558,0.590708623,0.274902145,0.543236739,0.480134457,0.442211055,0.47862069,0.645474138,0.508474576,0.339897215,0.527956989,0.082875862,0
0.000107558,0.590708602,0.274902135,0.553085167,0.480134457,0.527638191,0.423448276,0.534482759,0.457627119,0.339897215,0.527956989,0.082875522,0
0.000107558,0.590705735,0.274900014,0.630612171,0.480134457,0.462311558,0.433103448,0.634698276,0.525423729,0.352162643,0.527956989,0.082875862,0
0.000107558,0.590710685,0.274903714,0.592558978,0.480134457,0.474874372,0.524137931,0.621767241,0.508474576,0.365015089,0.527956989,0.082875862,0
0.000107558,0.59071068,0.274903673,0.561425829,0.480134457,0.361809045,0.416551724,0.626077586,0.542372881,0.365015089,0.527956989,0.082875522,0
0.000107558,0.580782485,0.283189141,0.602621189,0.480134457,0.494974874,0.543448276,0.679956897,0.559322034,0.365015089,0.527956989,0.082875862,0
0.000107558,0.589450812,0.279840219,0.598029073,0.480134457,0.633165829,0.369655172,0.607758621,0.457627119,0.365015087,0.527956989,0.082875522,0
0.000107558,0.589450811,0.279840218,0.559242303,0.480134457,0.66080402,0.565517241,0.594827586,0.508474576,0.365015089,0.527956989,0.082875862,0
0.000107558,0.589450848,0.279840195,0.565324699,0.480134457,0.585427136,0.543448276,0.651939655,0.559322034,0.365015089,0.527956989,0.082875862,0
0.000107558,0.589450811,0.279840218,0.525972165,0.480134457,0.24120603,0.365517241,0.702586207,0.644067797,0.365015089,0.527956989,0.082875522,0
0.000107558,0.589450811,0.279840218,0.587406737,0.480134457,0.331658291,0.433103448,0.620689655,0.525423729,0.365015089,0.527956989,0.082875862,0
0.000107558,0.58945081,0.279840218,0.551306364,0.480134457,0.547738693,0.52,0.682112069,0.542372881,0.365015089,0.527956989,0.082875522,0
0.000107558,0.589450832,0.279840227,0.544201304,0.480134457,0.464824121,0.437241379,0.618534483,0.423728814,0.365015089,0.527956989,0.082875862,0
0.000107558,0.589450827,0.279840186,0.58338095,0.480134457,0.505025126,0.4,0.663793103,0.508474576,0.365015087,0.527956989,0.082875862,0
0.000107558,0.589450812,0.279840219,0.551450485,0.480134457,0.560301508,0.517241379,0.608836207,0.508474576,0.365015089,0.527956989,0.082875522,0
0.000107558,0.589450811,0.279840218,0.587886199,0.480134457,0.296482412,0.336551724,0.528017241,0.423728814,0.365015089,0.527956989,0.082875862,0
0.000107558,0.589450832,0.279840227,0.559566081,0.480134457,0.613065327,0.539310345,0.543103448,0.457627119,0.365015089,0.527956989,0.082875862,0
0.000107558,0.589450811,0.279840218,0.565890747,0.480134457,0.364321608,0.393103448,0.629310345,0.423728814,0.365015089,0.527956989,0.082875522,0
0.000107558,0.598319689,0.276637823,0.538927788,0.480134457,0.233668342,0.393103448,0.545258621,0.237288136,0.377867534,0.541075269,0.132092646,0
0.000107558,0.589450832,0.279840227,0.59849133,0.480134457,0.806532663,0.532413793,0.669181034,0.627118644,0.365015087,0.527956989,0.082875862,0
0.000107558,0.58945081,0.279840218,0.548706835,0.480134457,0.537688442,0.470344828,0.590517241,0.491525424,0.365015089,0.51483871,0.082875862,0
0.000107558,0.589470355,0.279723779,0.625263351,0.480134457,0.545226131,0.575172414,0.705818966,0.610169492,0.365015089,0.510107527,0.082875522,0
0.000107558,0.589450812,0.279840219,0.590560468,0.480134457,0.565326633,0.419310345,0.642241379,0.593220339,0.365015089,0.510107527,0.082875862,0
0.000107558,0.589445903,0.279836536,0.578586614,0.480134457,0.462311558,0.543448276,0.620689655,0.474576271,0.352162643,0.510107527,0.082875522,0
0.000107558,0.589443007,0.279834444,0.590127542,0.480134457,0.788944724,0.575172414,0.663793103,0.593220339,0.341924707,0.510107527,0.082875862,0
0.000107558,0.589443007,0.279834444,0.529160304,0.480134457,0.615577889,0.477241379,0.615301724,0.440677966,0.341924707,0.510107527,0.082875862,0
0.000107558,0.580774682,0.283183367,0.566479921,0.480134457,0.417085427,0.451034483,0.573275862,0.508474576,0.341924708,0.510107527,0.082875522,0
0.000107558,0.591269641,0.27883427,0.568779081,0.480134457,0.595477387,0.452413793,0.676724138,0.559322034,0.341924707,0.510107527,0.082875862,0
0.000107558,0.591269641,0.27883427,0.585783618,0.480134457,0.497487437,0.52137931,0.654094828,0.508474576,0.341924707,0.510107527,0.082875522,0
0.000107558,0.591269658,0.278834238,0.555776922,0.480134457,0.502512563,0.427586207,0.644396552,0.542372881,0.341924707,0.510107527,0.082875862,0
0.000107558,0.591269642,0.278834271,0.59819068,0.480134457,0.145728643,0.417931034,0.627155172,0.440677966,0.341924708,0.510107527,0.082875862,0
0.000107558,0.591269641,0.27883427,0.551981841,0.480134457,0.477386935,0.411034483,0.639008621,0.491525424,0.341924707,0.510107527,0.082875522,0
0.000107558,0.591269641,0.27883427,0.560825091,0.480134457,0.497487437,0.430344828,0.608836207,0.491525424,0.341924707,0.510107527,0.082875862,0
0.000107558,0.591269658,0.278834238,0.548065766,0.480134457,0.449748744,0.376551724,0.578663793,0.457627119,0.331686771,0.510107527,0.082875862,0
0.000107558,0.591269641,0.27883427,0.592749634,0.480134457,0.560301508,0.536551724,0.636853448,0.576271186,0.341924707,0.510107527,0.082875522,0
0.000107558,0.591269641,0.27883427,0.520848974,0.480134457,0.542713568,0.532413793,0.614224138,0.457627119,0.341924707,0.510107527,0.082875862,0
0.000107558,0.591269641,0.27883427,0.548822188,0.480134457,0.59798995,0.489655172,0.61637931,0.508474576,0.341924707,0.510107527,0.082875522,0
0.000107558,0.591269658,0.278834238,0.467564125,0.480134457,0.683417085,0.500689655,0.58512931,0.457627119,0.341924708,0.510107527,0.082875862,0
0.000107558,0.591269641,0.27883427,0.577558591,0.480134457,0.474874372,0.43862069,0.65625,0.525423729,0.341924707,0.510107527,0.082875862,0
0.000107558,0.591269642,0.278834271,0.493129311,0.480134457,0.304020101,0.336551724,0.669181034,0.423728814,0.341924707,0.510107527,0.082875522,0
0.000107558,0.591269641,0.27883427,0.594297732,0.480134457,0.507537688,0.419310345,0.628232759,0.525423729,0.341924707,0.510107527,0.082875862,0
0.000107558,0.591269658,0.278834238,0.564273268,0.480134457,0.761306533,0.620689655,0.659482759,0.525423729,0.341924708,0.510107527,0.082875522,0
0.000107558,0.591269641,0.27883427,0.593598845,0.493469995,0.33919598,0.391724138,0.626077586,0.542372881,0.341924707,0.51483871,0.082875862,0
0.000107558,0.591269641,0.27883427,0.522893456,0.480134457,0.645728643,0.536551724,0.603448276,0.440677966,0.341924707,0.504731183,0.082875862,0
0.000107558,0.601960209,0.274628042,0.608830502,0.480134457,0.633165829,0.554482759,0.629310345,0.525423729,0.350555054,0.494623656,0.132092646,0
0.000107558,0.591269611,0.278834248,0.619342844,0.480134457,0.625628141,0.526896552,0.612068966,0.474576271,0.350555056,0.504731183,0.082875522,0
0.000107558,0.591269613,0.278834249,0.599617501,0.480134457,0.537688442,0.397241379,0.65625,0.576271186,0.350555054,0.504731183,0.082875862,0
0.000107558,0.580774652,0.283183345,0.562182532,0.480134457,0.48241206,0.568275862,0.673491379,0.525423729,0.350555054,0.504731183,0.082875862,0
0.000107558,0.590134828,0.277603458,0.535849079,0.480134457,0.507537688,0.445517241,0.654094828,0.474576271,0.350555056,0.504731183,0.082875522,0
0.000107558,0.590134829,0.277603458,0.622433116,0.480134457,0.447236181,0.475862069,0.719827586,0.508474576,0.350555054,0.504731183,0.082875862,0
0.000107558,0.590134807,0.277603449,0.561639612,0.480134457,0.459798995,0.449655172,0.620689655,0.474576271,0.350555054,0.504731183,0.082875862,0
0.000107558,0.590134828,0.277603457,0.548747448,0.480134457,0.630653266,0.507586207,0.614224138,0.542372881,0.350555056,0.504731183,0.082875522,0
0.000107558,0.590134829,0.277603458,0.588983602,0.480134457,0.407035176,0.376551724,0.677801724,0.525423729,0.350555054,0.504731183,0.082875862,0
0.000107558,0.590134828,0.277603457,0.560056824,0.480134457,0.474874372,0.326896552,0.627155172,0.542372881,0.350555054,0.504731183,0.082875522,0
0.000107558,0.590134808,0.277603449,0.543618053,0.480134457,0.41959799,0.393103448,0.641163793,0.440677966,0.350555056,0.504731183,0.082875862,0
0.000107558,0.590134829,0.277603458,0.557504113,0.480134457,0.783919598,0.655172414,0.490301724,0.593220339,0.350555054,0.504731183,0.033658738,0
0.000107558,0.590134828,0.277603458,0.572966475,0.480134457,0.507537688,0.467586207,0.582974138,0.627118644,0.350555054,0.504731183,0.050132123,0
0.000107558,0.590134828,0.277603457,0.559814273,0.480134457,0.477386935,0.52137931,0.614224138,0.491525424,0.350555056,0.504731183,0.050132123,0
0.000107558,0.590134791,0.277603481,0.613283856,0.480134457,0.505025126,0.500689655,0.596982759,0.491525424,0.350555054,0.504731183,0.050132464,0
0.000107558,0.589939236,0.277460557,0.514206172,0.480134457,0.464824121,0.437241379,0.643318966,0.576271186,0.350555054,0.504731183,0.050132123,0
0.000107558,0.589988835,0.277496794,0.494162975,0.480134457,0.537688442,0.47862069,0.595905172,0.474576271,0.350555056,0.504731183,0.050132123,0
0.000107558,0.589988836,0.277496794,0.498402828,0.480134457,0.668341709,0.510344828,0.628232759,0.542372881,0.350555054,0.504731183,0.050132123,0
0.000107558,0.589988813,0.277496785,0.584588066,0.480134457,0.492462312,0.459310345,0.720905172,0.474576271,0.350555054,0.504731183,0.050132123,0
0.000107558,0.589949746,0.277729672,0.580954873,0.480134457,0.422110553,0.473103448,0.606681034,0.576271186,0.350555056,0.527956989,0.050132464,0
0.000107558,0.589988836,0.277496794,0.615553685,0.480134457,0.386934673,0.362758621,0.598060345,0.474576271,0.350555054,0.527956989,0.050132123,0
0.000107558,0.589988835,0.277496794,0.56583293,0.480134457,0.484924623,0.460689655,0.58512931,0.457627119,0.352162643,0.527956989,0.050132123,0
0.000107558,0.589991702,0.277498922,0.58798463,0.480134457,0.439698492,0.377931034,0.657327586,0.491525424,0.346859205,0.527956989,0.050132123,0
0.000107558,0.589993998,0.277500613,0.574300789,0.480134457,0.605527638,0.493793103,0.598060345,0.576271186,0.346859205,0.527956989,0.050132464,0
0.000107558,0.589993996,0.277500613,0.563147097,0.480134457,0.525125628,0.373793103,0.599137931,0.474576271,0.346859207,0.527956989,0.050132123,0
0.000107558,0.580633821,0.283080501,0.562442288,0.480134457,0.442211055,0.466206897,0.617456897,0.457627119,0.346859205,0.527956989,0.050132123,0
0.000107558,0.581418903,0.281408661,0.530027002,0.480134457,0.103015075,0.340689655,0.598060345,0.406779661,0.346859205,0.527956989,0.050132123,0
0.000107558,0.581418887,0.281408693,0.549244114,0.480134457,0.515075377,0.463448276,0.622844828,0.525423729,0.346859205,0.527956989,0.050132123,0
0.000107558,0.581418903,0.281408661,0.590011907,0.480134457,0.409547739,0.453793103,0.653017241,0.525423729,0.346859207,0.527956989,0.050132464,0
0.000107558,0.581418924,0.281408669,0.504554323,0.480134457,0.474874372,0.406896552,0.591594828,0.457627119,0.346859205,0.527956989,0.050132123,0
0.000107558,0.581418887,0.281408693,0.579164225,0.480134457,0.663316583,0.531034483,0.653017241,0.525423729,0.346859205,0.527956989,0.050132123,0
0.000107558,0.581421177,0.281410343,0.566116093,0.480134457,0.577889447,0.497931034,0.586206897,0.508474576,0.346859205,0.527956989,0.050132123,0
0.000107558,0.581418903,0.281408661,0.563152738,0.480134457,0.592964824,0.52137931,0.606681034,0.423728814,0.346859207,0.527956989,0.050132123,0
0.000107558,0.581418887,0.281408693,0.582491407,0.480134457,0.763819095,0.611034483,0.634698276,0.559322034,0.346859205,0.527956989,0.050132464,0
0.000107558,0.581418903,0.281408661,0.577737684,0.480134457,0.675879397,0.548965517,0.630387931,0.457627119,0.346859205,0.527956989,0.050132123,0
0.000107558,0.581418902,0.28140866,0.554303846,0.480134457,0.452261307,0.369655172,0.688577586,0.508474576,0.346859205,0.527956989,0.050132123,0
0.000107558,0.581418908,0.281408702,0.599449972,0.480134457,0.668341709,0.51862069,0.632543103,0.508474576,0.346859207,0.527956989,0.050132123,0
0.000107558,0.581418903,0.281408661,0.601991402,0.480134457,0.650753769,0.525517241,0.609913793,0.559322034,0.346859205,0.527956989,0.050132123,0
0.000107558,0.581418903,0.281408661,0.567461971,0.480134457,0.633165829,0.473103448,0.618534483,0.559322034,0.346859205,0.527956989,0.050132464,0
0.000107558,0.581418887,0.281408693,0.60645632,0.480134457,0.469849246,0.645517241,0.705818966,0.525423729,0.346859205,0.527956989,0.050132123,0
0.000107558,0.581418903,0.281408661,0.548129224,0.480134457,0.389447236,0.467586207,0.556034483,0.457627119,0.346859207,0.51483871,0.050132123,0
0.000107558,0.581418902,0.28140866,0.572683593,0.480134457,0.396984925,0.434482759,0.603448276,0.508474576,0.346859205,0.524516129,0.050132123,0
0.000107558,0.582175411,0.280238856,0.549885183,0.480134457,0.447236181,0.299310345,0.673491379,0.576271186,0.346859205,0.534193548,0.066605848,0
0.000107558,0.581418449,0.281408325,0.50495284,0.480134457,0.658291457,0.576551724,0.627155172,0.508474576,0.356656621,0.524516129,0.050132123,0
0.000107558,0.581418433,0.281408357,0.518607631,0.480134457,0.532663317,0.52137931,0.559267241,0.474576271,0.356656623,0.524516129,0.050132123,0
0.000107558,0.581418448,0.281408324,0.548787779,0.480134457,0.391959799,0.48137931,0.657327586,0.610169492,0.356656621,0.524516129,0.050132123,0
0.000107558,0.580633367,0.283080165,0.572937707,0.480134457,0.603015075,0.606896552,0.614224138,0.508474576,0.356656623,0.524516129,0.050132464,0
0.000107558,0.592107783,0.272699734,0.588354098,0.480134457,0.489949749,0.464827586,0.672413793,0.576271186,0.356656621,0.524516129,0.050132123,0
0.000107558,0.592107783,0.272699734,0.54991395,0.480134457,0.610552764,0.499310345,0.596982759,0.491525424,0.356656623,0.524516129,0.050132123,0
0.000107558,0.592107762,0.272699724,0.594805962,0.480134457,0.638190955,0.583448276,0.691810345,0.508474576,0.356656621,0.524516129,0.050132123,0
0.000107558,0.592107783,0.272699734,0.558329916,0.480134457,0.48241206,0.452413793,0.642241379,0.542372881,0.356656623,0.524516129,0.050132123,0
0.000107558,0.592107782,0.272699733,0.494457703,0.480134457,0.600502513,0.565517241,0.610991379,0.508474576,0.356656621,0.524516129,0.050132464,0
0.000107558,0.592107783,0.272699734,0.595291064,0.480134457,0.537688442,0.496551724,0.659482759,0.610169492,0.356656623,0.524516129,0.050132123,0
0.000107558,0.592107762,0.272699724,0.556943707,0.480134457,0.502512563,0.485517241,0.614224138,0.559322034,0.356656621,0.524516129,0.050132123,0
0.000107558,0.592107783,0.272699733,0.605613031,0.480134457,0.670854271,0.583448276,0.663793103,0.491525424,0.356656623,0.524516129,0.050132123,0
0.000107558,0.592107783,0.272699734,0.536611705,0.480134457,0.510050251,0.245517241,0.628232759,0.508474576,0.356656621,0.524516129,0.050132123,0
0.000107558,0.592107782,0.272699733,0.564082893,0.480134457,0.608040201,0.564137931,0.623922414,0.525423729,0.356656623,0.524516129,0.050132464,0
0.000107558,0.592107778,0.272699692,0.568663446,0.480134457,0.515075377,0.526896552,0.651939655,0.542372881,0.356656621,0.524516129,0.050132123,0
0.000107558,0.592107783,0.272699734,0.550572505,0.480134457,0.492462312,0.507586207,0.628232759,0.440677966,0.356656623,0.524516129,0.050132123,0
0.000107558,0.592107783,0.272699734,0.590254459,0.480134457,0.301507538,0.372413793,0.673491379,0.508474576,0.356656621,0.524516129,0.050132123,0
0.000107558,0.592107783,0.272699733,0.562979567,0.480134457,0.40201005,0.409655172,0.634698276,0.491525424,0.356656623,0.524516129,0.050132123,0
0.000107558,0.592146851,0.272466846,0.555222157,0.231773847,0.384422111,0.451034483,0.675646552,0.576271186,0.356656621,0.51483871,0.050132464,0
0.000107558,0.592107782,0.272699733,0.538644905,0.480134457,0.505025126,0.413793103,0.591594828,0.440677966,0.356656623,0.513763441,0.050132123,0
0.000107558,0.592107783,0.272699734,0.575201895,0.480134457,0.434673367,0.492413793,0.681034483,0.677966102,0.356656621,0.51376344,0.050132123,0
0.000107558,0.592105964,0.272698387,0.476361121,0.480134457,0.479899497,0.508965517,0.580818966,0.576271186,0.352162643,0.513763441,0.050132123,0
0.000107558,0.592111769,0.272702689,0.507852738,0.480134457,0.507537688,0.6,0.599137931,0.576271186,0.349535997,0.51376344,0.050132123,0
0.000107558,0.59211179,0.272702699,0.53012515,0.480134457,0.472361809,0.532413793,0.577586207,0.474576271,0.349535997,0.513763441,0.050132464,0
0.000107558,0.59211179,0.272702699,0.561645254,0.480134457,0.522613065,0.48,0.623922414,0.508474576,0.349535999,0.513763441,0.050132123,0
0.000107558,0.580637373,0.283083129,0.377941992,0.480134457,0.670854271,0.572413793,0.578663793,0.525423729,0.349535997,0.51376344,0.066605508,0
0.000107558,0.589721185,0.275321121,0.506737849,0.480134457,0.582914573,0.462068966,0.575431034,0.372881356,0.349535997,0.513763441,0.050132464,0
0.000107558,0.589721163,0.275321112,0.657390114,0.480134457,0.507537688,0.426206897,0.598060345,0.525423729,0.349535997,0.513763441,0.050132123,0
0.000107558,0.589721185,0.275321121,0.522240823,0.480134457,0.610552764,0.499310345,0.60237069,0.525423729,0.349535999,0.51376344,0.050132123,0
0.000107558,0.589721163,0.275321112,0.684491553,0.480134457,0.520100503,0.537931034,0.660560345,0.508474576,0.349535997,0.513763441,0.050132123,0
0.000107558,0.589721184,0.275321121,0.558838145,0.480134457,0.389447236,0.379310345,0.629310345,0.559322034,0.349535997,0.51376344,0.050132123,0
0.000107558,0.58972118,0.27532108,0.469441359,0.480134457,0.407035176,0.375172414,0.613146552,0.474576271,0.349535997,0.513763441,0.050132464,0
0.000107558,0.589721185,0.275321121,0.539591983,0.480134457,0.570351759,0.457931034,0.668103448,0.559322034,0.349535999,0.513763441,0.050132123,0
0.000107558,0.589721185,0.275321121,0.571770923,0.480134457,0.407035176,0.382068966,0.651939655,0.508474576,0.349535997,0.51376344,0.050132123,0
0.000107558,0.589721163,0.275321112,0.542491881,0.480134457,0.555276382,0.491034483,0.552801724,0.457627119,0.349535997,0.513763441,0.033658738,0
0.000107558,0.589721185,0.275321121,0.370334906,0.480134457,0.293969849,0.364137931,0.673491379,0.389830508,0.349535997,0.513763441,0.016829369,0
0.000107558,0.589721163,0.275321112,0.681713213,0.480134457,0.484924623,0.382068966,0.619612069,0.576271186,0.349535999,0.51376344,0.016829369,0
0.000107558,0.589721185,0.275321121,0.473155496,0.480134457,0.557788945,0.47862069,0.528017241,0.406779661,0.349535997,0.513763441,0.016829369,0
0.000107558,0.589721163,0.275321112,0.492915528,0.480134457,0.527638191,0.453793103,0.714439655,0.508474576,0.349535997,0.51376344,0.016829369,0
0.000107558,0.589671586,0.275284884,0.624772326,0.480134457,0.457286432,0.375172414,0.653017241,0.576271186,0.349535997,0.513763441,0.016829369,0
0.000107558,0.589819931,0.275393266,0.643770014,0.480134457,0.442211055,0.546206897,0.634698276,0.559322034,0.349535999,0.519354839,0.016829369,0
0.000107558,0.589761293,0.275742543,0.634476351,0.480134457,0.683417085,0.748965517,0.61637931,0.491525424,0.349535997,0.519354839,0.016829369,0
0.000107558,0.589819931,0.275393266,0.515933362,0.480134457,0.477386935,0.467586207,0.65625,0.644067797,0.349535997,0.519354839,0.016829369,0
0.000107558,0.589814083,0.275388945,0.544195663,0.480134457,0.56281407,0.555862069,0.637931034,0.474576271,0.352162643,0.519354839,0.016829369,0
0.000107558,0.589817681,0.275391601,0.587660852,0.480134457,0.567839196,0.557241379,0.641163793,0.542372881,0.36338419,0.519354839,0.016829369,0
0.000107558,0.589817661,0.275391592,0.67296247,0.480134457,0.640703518,0.573793103,0.617456897,0.508474576,0.363384191,0.519354839,0.016829369,0
0.000107558,0.589817681,0.275391601,0.537420303,0.480134457,0.414572864,0.44137931,0.683189655,0.542372881,0.36338419,0.519354839,0.016829369,0
0.000107558,0.580737447,0.283156257,0.488837564,0.480134457,0.293969849,0.289655172,0.613146552,0.423728814,0.36338419,0.519354839,0.016829369,0
0.000107558,0.591128152,0.308557509,0.441444737,0.480134457,0.429648241,0.553103448,0.645474138,0.423728814,0.36338419,0.519354839,0.016829369,0
0.000107558,0.591128116,0.308557533,0.560449701,0.480134457,0.522613065,0.48,0.623922414,0.508474576,0.363384191,0.519354839,0.016829369,0
0.000107558,0.591128152,0.308557509,0.523205388,0.480134457,0.582914573,0.452413793,0.594827586,0.474576271,0.36338419,0.519354839,0.016829369,0
0.000107558,0.591128115,0.308557532,0.631287648,0.480134457,0.552763819,0.11862069,0.598060345,0.491525424,0.36338419,0.519354839,0.016829369,0
0.000107558,0.591128152,0.308557509,0.55400376,0.480134457,0.718592965,0.604137931,0.548491379,0.457627119,0.363384191,0.519354839,0.016829369,0
0.000107558,0.591128137,0.308557542,0.433727657,0.480134457,0.638190955,0.484137931,0.600215517,0.474576271,0.36338419,0.519354839,0.016829369,0
0.000107558,0.591128131,0.3085575,0.49133274,0.480134457,0.379396985,0.434482759,0.636853448,0.508474576,0.36338419,0.519354839,0.016829369,0
0.000107558,0.591128152,0.308557509,0.597087636,0.480134457,0.527638191,0.434482759,0.667025862,0.508474576,0.36338419,0.519354839,0.016829369,0
0.000107558,0.60167432,0.33407246,0.541232589,0.480134457,0.369346734,0.51862069,0.599137931,0.491525424,0.374605738,0.523870968,0,0
0.000107558,0.591128136,0.308557541,0.642972979,0.480134457,0.532663317,0.486896552,0.704741379,0.542372881,0.36338419,0.519354839,0.016829369,0
0.000107558,0.591128131,0.3085575,0.560940726,0.480134457,0.384422111,0.369655172,0.651939655,0.491525424,0.363384191,0.519354839,0.016829369,0
0.000107558,0.591128137,0.308557542,0.681106553,0.480134457,0.535175879,0.531034483,0.636853448,0.508474576,0.36338419,0.519354839,0.016829369,0
0.000107558,0.591128152,0.308557509,0.549758266,0.480134457,0.763819095,0.511724138,0.565732759,0.457627119,0.36338419,0.51483871,0,0
0.000107558,0.591128131,0.3085575,0.593639177,0.480134457,0.374371859,0.456551724,0.636853448,0.474576271,0.36338419,0.500860215,0.016829369,0
0.000107558,0.591069502,0.308906859,0.624546979,0.480134457,0.605527638,0.43862069,0.623922414,0.457627119,0.363384191,0.500860215,0.016829369,0
0.000107558,0.591124577,0.308554863,0.396939961,0.480134457,0.494974874,0.448275862,0.558189655,0.389830508,0.36338419,0.500860215,0,0
0.000107558,0.601677531,0.334074836,0.577679585,0.480134457,0.595477387,0.56,0.573275862,0.440677966,0.354521613,0.48688172,3.41E-07,0
0.000107558,0.591127994,0.308557443,0.433947364,0.480134457,0.56281407,0.44137931,0.639008621,0.474576271,0.354521611,0.500860215,0.016829369,0
0.000107558,0.591128031,0.308557419,0.590063802,0.480134457,0.467336683,0.216551724,0.662715517,0.508474576,0.354521613,0.500860215,0.016829369,0
0.000107558,0.580733748,0.28315352,0.566982509,0.480134457,0.386934673,0.433103448,0.672413793,0.576271186,0.354521611,0.500860215,0.016829369,0
0.000107558,0.585166919,0.279912133,0.598849235,0.480134457,0.64321608,0.664827586,0.609913793,0.542372881,0.354521613,0.500860215,0.016829369,0
0.000107558,0.58516692,0.279912134,0.544288171,0.480134457,0.512562814,0.448275862,0.66487069,0.508474576,0.354521613,0.500860215,0.016829369,0
0.000107558,0.58516692,0.279912133,0.46822268,0.480134457,0.376884422,0.390344828,0.590517241,0.474576271,0.354521611,0.500860215,0.016829369,0
0.000107558,0.585166919,0.279912133,0.469805186,0.480134457,0.620603015,0.529655172,0.581896552,0.457627119,0.354521613,0.500860215,0.016829369,0
0.000107558,0.585166919,0.279912133,0.577882087,0.480134457,0.585427136,0.532413793,0.578663793,0.440677966,0.354521613,0.500860215,0.016829369,0
0.000107558,0.585166941,0.279912143,0.475494706,0.480134457,0.668341709,0.514482759,0.581896552,0.423728814,0.354521611,0.500860215,0.016829369,0
0.000107558,0.58516692,0.279912133,0.497825217,0.480134457,0.547738693,0.453793103,0.536637931,0.542372881,0.354521613,0.500860215,0.016829369,0
0.000107558,0.585166919,0.279912133,0.447573105,0.480134457,0.447236181,0.522758621,0.60237069,0.508474576,0.354521611,0.500860215,0.016829369,0
